timestamp,leftDistance,rightDistance,collisionFrames,collisionEvents,currentFPS
0.131,0.0974,0.0774,0,0,19.82
0.184,0.0974,0.0774,0,0,57.07
0.28,0.0974,0.0774,0,0,72.51
0.392,0.0974,0.0774,0,0,71.9
0.489,0.0974,0.0774,0,0,72.17
0.586,0.0974,0.0774,0,0,71.76
0.683,0.0974,0.0774,0,0,72.17
0.781,0.0974,0.0774,0,0,71.74
0.921,0.0974,0.0774,0,0,42.68
0.993,0.0974,0.0774,0,0,69.51
1.092,0.0974,0.0774,0,0,70.97
1.19,0.0974,0.0774,0,0,71.44
1.287,0.0974,0.0774,0,0,72.01
1.385,0.0974,0.0774,0,0,71.59
1.482,0.0974,0.0774,0,0,72.02
1.594,0.0974,0.0774,0,0,71.73
1.691,0.0974,0.0774,0,0,72.07
1.788,0.0974,0.0774,0,0,72.1
1.885,0.0974,0.0774,0,0,72.07
1.986,0.0974,0.0774,0,0,69.6
2.093,0.0974,0.0774,0,0,74.24
2.19,0.0974,0.0774,0,0,72.25
2.288,0.0974,0.0774,0,0,71.8
2.385,0.0974,0.0774,0,0,72.12
2.482,0.0974,0.0774,0,0,71.88
2.593,0.0974,0.0774,0,0,72.02
2.69,0.0974,0.0774,0,0,72.08
2.788,0.0974,0.0774,0,0,71.94
2.885,0.0974,0.0774,0,0,71.89
2.983,0.0974,0.0774,0,0,71.12
3.094,0.0974,0.0774,0,0,72.46
3.191,0.0974,0.0774,0,0,71.79
3.288,0.0974,0.0774,0,0,72.32
3.386,0.0974,0.0774,0,0,71.78
3.483,0.0974,0.0774,0,0,72.13
3.594,0.0974,0.0774,0,0,71.73
3.691,0.0974,0.0774,0,0,72.42
3.789,0.0974,0.0774,0,0,71.53
3.886,0.0974,0.0774,0,0,72.29
3.983,0.0974,0.0774,0,0,71.87
4.08,0.0974,0.0774,0,0,71.79
4.192,0.0974,0.0774,0,0,71.95
4.289,0.0974,0.0774,0,0,71.91
4.386,0.0974,0.0774,0,0,71.99
4.483,0.0974,0.0774,0,0,72.08
4.581,0.0974,0.0774,0,0,71.98
4.692,0.0974,0.0774,0,0,72.04
4.789,0.0974,0.0774,0,0,71.94
4.886,0.0974,0.0774,0,0,72.07
4.984,0.0974,0.0774,0,0,71.65
5.081,0.0974,0.0774,0,0,72.28
5.192,0.0974,0.0774,0,0,71.76
5.289,0.0974,0.0774,0,0,71.99
5.387,0.0974,0.0774,0,0,71.8
5.484,0.0974,0.0774,0,0,72.06
5.581,0.0974,0.0774,0,0,72.05
5.692,0.0974,0.0774,0,0,72.11
5.79,0.0974,0.0774,0,0,71.67
5.887,0.0974,0.0774,0,0,72.27
5.984,0.0974,0.0774,0,0,71.64
6.081,0.0974,0.0774,0,0,72.35
6.192,0.0974,0.0774,0,0,71.81
6.289,0.0974,0.0774,0,0,72.25
6.387,0.0974,0.0774,0,0,71.69
6.484,0.0974,0.0774,0,0,71.99
6.582,0.0974,0.0774,0,0,71.83
6.693,0.0974,0.0774,0,0,72.02
6.79,0.0974,0.0774,0,0,71.71
6.888,0.0974,0.0774,0,0,72.05
6.985,0.0974,0.0774,0,0,71.97
7.082,0.0974,0.0774,0,0,72.25
7.193,0.0974,0.0774,0,0,71.79
7.29,0.0974,0.0774,0,0,61.65
7.388,0.0974,0.0774,0,0,71.81
7.485,0.0974,0.0774,0,0,72
7.582,0.0974,0.0774,0,0,72.25
7.693,0.0974,0.0774,0,0,71.83
7.79,0.0974,0.0774,0,0,72.14
7.887,0.0974,0.0774,0,0,72.14
7.985,0.0974,0.0774,0,0,71.92
8.082,0.0974,0.0774,0,0,71.71
8.182,0.0974,0.0774,0,0,70.45
8.291,0.0974,0.0774,0,0,73.54
8.388,0.0974,0.0774,0,0,71.5
8.486,0.0974,0.0774,0,0,72.02
8.583,0.0974,0.0774,0,0,71.99
8.68,0.0974,0.0774,0,0,71.91
8.794,0.0974,0.0774,0,0,70.41
8.888,0.0974,0.0774,0,0,63.62
8.986,0.0974,0.0774,0,0,71.4
9.083,0.0974,0.0774,0,0,72.17
9.181,0.0974,0.0774,0,0,71.95
9.291,0.0974,0.0774,0,0,72.5
9.388,0.0974,0.0774,0,0,72.02
9.486,0.0974,0.0774,0,0,71.83
9.583,0.0974,0.0774,0,0,72.17
9.693,0.0974,0.0774,0,0,72.2
9.791,0.0974,0.0774,0,0,71.4
9.889,0.0974,0.0774,0,0,72.04
9.986,0.0974,0.0774,0,0,71.82
10.082,0.0974,0.0774,0,0,72.66
10.194,0.0974,0.0774,0,0,71.64
10.291,0.0974,0.0774,0,0,72.36
10.389,0.0974,0.0774,0,0,71.44
10.486,0.0974,0.0774,0,0,72.13
10.582,0.0974,0.0774,0,0,72.47
10.693,0.0974,0.0774,0,0,72.13
10.791,0.0974,0.0774,0,0,71.9
10.888,0.0974,0.0774,0,0,72.22
10.986,0.0974,0.0774,0,0,71.43
11.082,0.0974,0.0774,0,0,72.42
11.193,0.0974,0.0774,0,0,72.05
11.29,0.0974,0.0774,0,0,72.24
11.393,0.0974,0.0774,0,0,68.18
11.486,0.0974,0.0774,0,0,75.09
11.582,0.0974,0.0774,0,0,72.97
11.693,0.0974,0.0774,0,0,71.85
11.791,0.0974,0.0774,0,0,71.97
11.889,0.0974,0.0774,0,0,71.29
11.985,0.0974,0.0774,0,0,72.36
12.083,0.0974,0.0774,0,0,71.82
12.194,0.0974,0.0774,0,0,72.1
12.291,0.0974,0.0774,0,0,72.17
