timestamp,time_elapsed,position_x,position_y,velocity_x,velocity_y,velocity_magnitude,distance_to_boundary,timestamp_camera,fsr_analog,fsr_digital,fsr_force_N,timestamp_fsr,error_x_L,error_y_L,error_x_R,error_y_R,timestamp_geomagic,geomagic_velocity_x_L,geomagic_velocity_y_L,geomagic_velocity_x_R,geomagic_velocity_y_R,timestamp_velocity
1768732957.733507,0.029713,14.553561,-14.301629,0.000000,0.000000,0.000000,0.316697,1768732957.733507,432,0,7.792372,1768732957.733507,,,7.520105,7.444178,1768732957.730316,,,,,
1768732957.770831,0.067037,14.553561,-14.301629,0.000000,0.000000,0.000000,0.316697,1768732957.770831,455,0,7.263610,1768732957.769318,,,7.520105,7.444178,1768732957.730316,,,0.000000,0.000000,1768732957.704795
1768732957.802545,0.098751,14.553561,-14.301629,0.000000,0.000000,0.000000,0.316697,1768732957.802545,463,0,7.085939,1768732957.801546,,,7.520105,7.444178,1768732957.730316,,,0.000000,0.000000,1768732957.704795
1768732957.833521,0.129727,14.553561,-14.301629,0.000000,0.000000,0.000000,0.316697,1768732957.833521,454,0,7.286038,1768732957.830009,,,7.677209,7.693308,1768732957.823653,,,0.000000,0.000000,1768732957.704795
1768732957.864676,0.160882,14.553561,-14.301629,0.000000,0.000000,0.000000,0.316697,1768732957.864676,457,0,7.218901,1768732957.863677,,,7.677209,7.693308,1768732957.823653,,,1.563070,2.470615,1768732957.805613
1768732957.987072,0.283278,14.553561,-14.301629,0.000000,0.000000,0.000000,0.316697,1768732957.987072,512,0,6.060485,1768732957.986566,,,7.659280,7.648253,1768732957.932268,,,0.635640,1.168675,1768732957.910097
1768732958.018844,0.315049,14.553561,-14.301629,0.000000,0.000000,0.000000,0.316697,1768732958.018844,527,0,5.766134,1768732958.018844,,,7.659280,7.648253,1768732957.932268,,,0.635640,1.168675,1768732957.910097
1768732958.049904,0.346110,14.553561,-14.301629,0.000000,0.000000,0.000000,0.316697,1768732958.049904,530,0,5.708271,1768732958.047903,,,7.795002,7.905589,1768732958.025355,,,1.700382,3.205988,1768732958.008810
1768732958.081484,0.377690,14.553561,-14.301629,0.000000,0.000000,0.000000,0.316697,1768732958.081484,530,0,5.708271,1768732958.080980,,,7.795002,7.905589,1768732958.025355,,,1.700382,3.205988,1768732958.008810
1768732958.115474,0.411680,14.515997,-14.230744,-1.105175,2.085493,2.360231,0.300138,1768732958.115474,539,0,5.536625,1768732958.113475,,,7.889047,7.854081,1768732958.111473,,,1.700382,3.205988,1768732958.008810
1768732958.143077,0.439282,14.515997,-14.230744,-0.773623,1.459845,1.652162,0.300138,1768732958.143077,544,0,5.442500,1768732958.142077,,,7.889047,7.854081,1768732958.111473,,,1.991755,1.945606,1768732958.110466
1768732958.174619,0.470825,14.515997,-14.230744,-0.541536,1.021891,1.156513,0.300138,1768732958.174619,549,0,5.349237,1768732958.174619,,,7.889047,7.854081,1768732958.111473,,,1.991755,1.945606,1768732958.110466
1768732958.205958,0.502164,14.478430,-14.159857,-0.738691,1.393903,1.577539,0.319828,1768732958.205958,548,0,5.367821,1768732958.203952,,,7.889047,7.854081,1768732958.111473,,,1.991755,1.945606,1768732958.110466
1768732958.243555,0.539761,14.476569,-14.087761,-0.531930,1.551019,1.639698,0.361939,1768732958.243555,547,0,5.386440,1768732958.241045,,,7.806348,7.832328,1768732958.227073,,,0.603619,1.186743,1768732958.210524
1768732958.282395,0.578601,14.476569,-14.087761,-0.372351,1.085714,1.147789,0.361939,1768732958.282395,549,0,5.349237,1768732958.282395,,,7.806348,7.832328,1768732958.227073,,,0.603619,1.186743,1768732958.210524
1768732958.313599,0.609805,14.438069,-13.980819,-0.630795,1.788174,1.896172,0.429802,1768732958.313599,547,0,5.386440,1768732958.310086,,,7.806348,7.832328,1768732958.227073,,,0.603619,1.186743,1768732958.210524
1768732958.343815,0.640020,14.438069,-13.980819,-0.441556,1.251722,1.327320,0.429802,1768732958.343815,543,0,5.461256,1768732958.342813,,,7.794772,7.986934,1768732958.333265,,,0.215406,2.117623,1768732958.312085
