timestamp,dx,dy
1769437559.676743,0.0,0.0
1769437559.7072484,7.786400062191612e-05,8.040319008137398e-05
1769437559.737472,0.0,0.0
1769437559.7676637,8.160442201796125e-05,7.93447875518799e-05
1769437559.800071,9.828494354405248e-05,9.980479492724403e-05
1769437559.8285236,0.0001005238250193774,0.00010076431555954002
1769437559.8585691,0.0,0.0
1769437559.8901482,7.824609980498776e-05,8.062414839490883e-05
1769437559.9213033,6.004206460323569e-05,6.022273769940023e-05
1769437559.9521527,6.104309121705842e-05,6.036434634230925e-05
1769437559.9829724,0.0,0.0
1769437560.0148559,9.968516003926176e-05,0.00010076431555954002
1769437560.044885,5.9922429715225656e-05,6.056211013674706e-05
1769437560.0758395,0.0001002857760075554,0.00010102555909045907
1769437560.107158,5.868213332541061e-05,6.080382144106611e-05
1769437560.138225,6.096252078229003e-05,5.998346792339404e-05
1769437560.1682668,6.120423208660908e-05,5.978326260064337e-05
1769437560.1987877,0.0,0.0
1769437560.23011,9.988536536201242e-05,0.00010092301490073619
1769437560.2610378,6.14630340892014e-05,6.0564551665073796e-05
1769437560.2921464,6.012263503800408e-05,6.096252078230391e-05
1769437560.3219507,5.890187087478904e-05,6.07427832329116e-05
1769437560.3524427,8.19645474461339e-05,7.990389753861904e-05
1769437560.3836153,7.93032815703254e-05,8.050451350692656e-05
1769437560.414882,6.082335366767999e-05,6.012263503800408e-05
1769437560.445215,6.124329653983684e-05,6.090392410246226e-05
1769437560.4767842,5.9783262600615616e-05,6.072325100629772e-05
1769437560.5063255,8.008457063478358e-05,8.010410286138359e-05
1769437560.5367093,0.0,0.0
1769437560.5664914,0.00010118425843166912,0.00010096452088230456
1769437560.5965488,0.0,0.0
1769437560.6272013,7.852443403420784e-05,8.080237996274664e-05
1769437560.657228,6.10626234436723e-05,5.9805236355556235e-05
1769437560.6882727,9.940438428171494e-05,0.00010070327735137163
1769437560.7192998,6.020320547277247e-05,6.0083570584776314e-05
1769437560.7501807,6.0842885894293874e-05,6.072325100629772e-05
1769437560.7805798,0.0,0.0
1769437560.8108351,9.96265633594201e-05,0.00010080582154108064
1769437560.8420808,8.1302893269658e-05,8.042394307215817e-05
1769437560.871914,0.0,0.0
1769437560.903106,9.996593579679469e-05,0.00010080338001275391
1769437560.9335515,6.044247524876478e-05,6.036434634230925e-05
1769437560.9648042,0.00010160420130381209,0.0001006056162183161
1769437560.9953477,5.9663627712647216e-05,6.0842885894293874e-05
1769437561.0251822,8.098549458722404e-05,8.004306465322908e-05
1769437561.0567484,0.0,0.0
1769437561.0869777,6.0901482574121646e-05,6.030330813416862e-05
1769437561.118126,9.990489758862631e-05,9.950448694308334e-05
1769437561.1497355,6.082335366769387e-05,6.012263503800408e-05
1769437561.1807725,5.976373037401561e-05,5.976373037402949e-05
1769437561.2117229,5.920217885893586e-05,5.9343787501872636e-05
1769437561.2428086,6.104309121705842e-05,5.918264663232198e-05
1769437561.2749026,7.936431977850766e-05,8.006259687984296e-05
1769437561.3056676,5.9382851955086524e-05,5.966362771263334e-05
1769437561.337441,6.104309121705842e-05,5.950248684309656e-05
1769437561.3677788,6.050351345691929e-05,6.0003000150007924e-05
1769437561.398488,5.8042452903903086e-05,6.0542577910147055e-05
1769437561.428751,6.024226992598636e-05,6.0884391875848376e-05
1769437561.459494,0.0,0.0
1769437561.4905467,0.00010032484046078316,0.00010162373353042597
1769437561.5218356,5.900441506449805e-05,6.080382144106611e-05
1769437561.5528932,6.0762315459525484e-05,6.070371877969771e-05
1769437561.584883,6.030330813415474e-05,6.102355899044454e-05
1769437561.6155164,5.936331972848652e-05,6.1382463654433e-05
1769437561.6472192,6.042294302216478e-05,6.064268057152933e-05
1769437561.6766796,6.096252078227615e-05,6.0703718779683835e-05
1769437561.7073722,9.98438593804718e-05,0.00010132342554627916
1769437561.7381504,6.11431938784407e-05,6.020320547277247e-05
1769437561.770338,6.066465432646995e-05,6.07842892144661e-05
1769437561.801745,5.93828519551004e-05,6.10626234436723e-05
1769437561.8323774,8.06632128481366e-05,8.04849812802988e-05
1769437561.862838,0.0,0.0
1769437561.894956,7.922515266388375e-05,8.048253975199982e-05
1769437561.925487,5.8962909082957426e-05,5.98027948272295e-05
1769437561.956206,0.00010116472620505523,0.00010064468067154386
1769437561.986902,5.996149416845342e-05,6.0842885894293874e-05
