timestamp,dx,dy
1764179827.4372265,0.0,0.0
1764179827.4673722,0.0,0.0
1764179827.4989145,0.0,0.0
1764179827.5304105,0.0,0.0
1764179827.5619357,0.0,0.0
1764179827.5937843,0.0,0.0
1764179827.624655,0.0,1.9532226609442103e-08
1764179827.6553867,0.0,0.0
1764179827.686597,0.0,0.0
1764179827.7179768,0.0,0.0
1764179827.7488654,0.0,0.0
1764179827.7806473,0.0,0.0
1764179827.8109741,0.0,0.0
1764179827.842898,0.0,-1.9532226609442103e-08
1764179827.8746512,0.0,0.0
1764179827.9045088,0.0,0.0
1764179827.9353783,0.0,0.0
1764179827.9669013,0.0,0.0
1764179827.998677,0.0,0.0
1764179828.027565,0.0,0.0
1764179828.058159,0.0,1.9532226609442103e-08
1764179828.0885856,0.0,0.0
1764179828.120171,0.0,0.0
1764179828.1511068,0.0,0.0
1764179828.183185,0.0,0.0
1764179828.2140062,0.0,0.0
1764179828.2452843,0.0,0.0
1764179828.2767515,-3.9064453218884206e-08,0.0
1764179828.3056698,0.0,0.0
1764179828.3369517,0.0,0.0
1764179828.367831,0.0,0.0
1764179828.4002244,0.0,0.0
1764179828.430156,0.0,0.0
1764179828.461272,0.0,0.0
1764179828.4931526,5.859667982832631e-08,0.0
1764179828.5236824,0.0,0.0
1764179828.5549614,0.0,0.0
1764179828.5875676,0.0,0.0
1764179828.616733,0.0,0.0
1764179828.648555,0.0,0.0
1764179828.6793356,0.0,0.0
1764179828.7098253,-7.812890643776841e-08,0.0
1764179828.7415867,0.0,0.0
1764179828.7718687,0.0,0.0
1764179828.8021958,0.0,0.0
1764179828.8338375,0.0,0.0
1764179828.8644512,0.0,0.0
1764179828.893931,0.0,0.0
1764179828.925456,5.859667982832631e-08,3.9064453236647334e-08
1764179828.9566526,0.0,0.0
1764179828.9867017,0.0,0.0
1764179829.0169375,0.0,0.0
1764179829.0475245,0.0,0.0
1764179829.0789976,0.0,0.0
1764179829.1115184,0.0,0.0
1764179829.140371,-1.9532226591678128e-08,-3.9064453236647334e-08
1764179829.1708112,0.0,0.0
1764179829.2021334,0.0,0.0
1764179829.2326863,0.0,0.0
1764179829.2649739,0.0,0.0
1764179829.2967665,0.0,0.0
1764179829.3273118,0.0,0.0
1764179829.358979,7.812890643776841e-08,0.0
1764179829.3897884,0.0,0.0
1764179829.4201322,0.0,0.0
1764179829.4512393,0.0,0.0
1764179829.4824498,0.0,0.0
1764179829.5129325,0.0,0.0
1764179829.5428324,0.0,0.0
1764179829.5750186,-3.906445323664818e-08,-1.9532226609442103e-08
1764179829.6060193,0.0,0.0
1764179829.6350937,0.0,0.0
1764179829.6664903,0.0,0.0
1764179829.6966898,0.0,0.0
1764179829.7288687,0.0,0.0
1764179829.7581527,0.0,0.0
1764179829.7899654,-1.9532226609442103e-08,1.9532226609442103e-08
1764179829.8210468,0.0,0.0
1764179829.8520553,0.0,0.0
1764179829.8830822,0.0,0.0
1764179829.91498,0.0,0.0
1764179829.9444501,0.0,0.0
1764179829.974902,0.0,0.0
1764179830.0069852,-1.9532226591678128e-08,0.0
1764179830.0359688,0.0,0.0
1764179830.0667055,0.0,0.0
1764179830.0979502,0.0,0.0
1764179830.1290042,0.0,0.0
1764179830.1598842,0.0,0.0
1764179830.1905596,0.0,0.0
1764179830.2235973,1.9532226591678128e-08,0.0
1764179830.2536619,0.0,0.0
1764179830.2853682,0.0,0.0
1764179830.316719,0.0,0.0
1764179830.3479245,0.0,0.0
1764179830.3784873,0.0,0.0
1764179830.4103923,0.0,0.0
1764179830.444186,-1.9532226591678128e-08,1.953222662720523e-08
1764179830.4720256,0.0,0.0
1764179830.5027275,0.0,0.0
1764179830.5339484,0.0,0.0
1764179830.565547,0.0,0.0
1764179830.596996,0.0,0.0
1764179830.6270669,0.0,0.0
1764179830.657858,1.9532226591678128e-08,-3.9064453236647334e-08
1764179830.689106,0.0,0.0
1764179830.7199488,0.0,0.0
1764179830.7506616,0.0,0.0
1764179830.7821887,-1.9532226591678128e-08,1.9532226609442103e-08
1764179830.813011,0.0,0.0
1764179830.8448198,5.18971261062795e-05,6.560874918745796e-05
1764179830.8751612,0.0,0.0
1764179830.9057064,0.0001334344060953363,0.00013489932309115104
1764179830.9381528,0.0001320573841191752,0.00012000600030001251
1764179830.9691525,-0.0003170959329216316,0.00021787222173609067
1764179831.0001998,-1.562578128933008e-07,0.0001602130887794395
1764179831.0312948,-7.812890643776926e-08,0.00010370635719286986
1764179831.0620356,-2.0508837943467046e-07,-1.2891269563475825e-06
1764179831.0924516,-4.785395519668607e-07,0.0011771682334116738
1764179831.1248438,-0.0004375218760938005,0.0026322116887094182
1764179831.1551852,-7.126332879144211e-05,0.0003497928802690172
1764179831.1852584,0.0,0.0
1764179831.2152393,-0.00252580011813091,0.002713993121531094
1764179831.2465224,-0.0018249349967498314,0.0023957447872393622
1764179831.2780008,-0.0007755563559427971,0.000988867802765121
1764179831.3084064,-0.0025955106349067588,0.0024883470736036806
1764179831.3413963,-0.0013896104961498082,0.0013983706997849933
1764179831.3703022,0.0,0.0
1764179831.4003115,-0.002523309759237957,0.0025011211498074983
1764179831.433449,-0.0018730331047802362,0.0024492826203810145
