timestamp,time_elapsed,position_x,position_y,velocity_x,velocity_y,velocity_magnitude,distance_to_boundary,timestamp_camera,fsr_L_raw,fsr_R_raw,fsr_L,fsr_R,timestamp_fsr,error_x_L,error_y_L,error_x_R,error_y_R,timestamp_geomagic,geomagic_velocity_x_L,geomagic_velocity_y_L,geomagic_velocity_x_R,geomagic_velocity_y_R,timestamp_velocity
1769361926.998923,3.288699,12.217051,-9.755247,0.000000,0.000000,0.000000,0.016158,1769361926.998923,1023,1023,0.000000,0.000000,1769361926.990412,,,-3.176358,-3.176507,1769361926.940688,,,0.000000,0.000000,1769361926.939684
1769361927.036006,3.325782,12.217051,-9.755247,0.000000,0.000000,0.000000,0.016158,1769361927.036006,1022,1023,0.000000,0.000000,1769361927.036006,,,-3.176358,-3.176507,1769361926.940688,,,0.000000,0.000000,1769361926.939684
1769361927.080638,3.370414,12.217051,-9.755247,0.000000,0.000000,0.000000,0.016158,1769361927.080638,1023,1023,0.000000,0.000000,1769361927.076402,,,-3.176356,-3.176507,1769361927.054353,,,0.000000,0.000000,1769361927.040515
1769361927.113091,3.402866,12.217051,-9.755247,0.000000,0.000000,0.000000,0.016158,1769361927.113091,1023,1023,0.000000,0.000000,1769361927.109568,,,-3.176356,-3.176507,1769361927.054353,,,0.000000,0.000000,1769361927.040515
1769361927.154856,3.444632,12.217051,-9.755247,0.000000,0.000000,0.000000,0.016158,1769361927.154856,1023,1023,0.000000,0.000000,1769361927.154856,,,-3.176358,-3.176507,1769361927.144012,,,0.000000,0.000000,1769361927.040515
1769361927.188560,3.478335,12.217051,-9.755247,0.000000,0.000000,0.000000,0.016158,1769361927.188560,1022,1023,0.000000,0.000000,1769361927.187559,,,-3.176358,-3.176507,1769361927.144012,,,0.000000,0.000000,1769361927.143013
1769361927.223630,3.513406,12.217051,-9.755247,0.000000,0.000000,0.000000,0.016158,1769361927.223630,1023,1023,0.000000,0.000000,1769361927.219323,,,-3.176358,-3.176507,1769361927.144012,,,0.000000,0.000000,1769361927.143013
1769361927.249958,3.539734,12.217051,-9.755247,0.000000,0.000000,0.000000,0.016158,1769361927.249958,1023,1023,0.000000,0.000000,1769361927.247928,,,-3.176358,-3.176507,1769361927.144012,,,0.000000,0.000000,1769361927.143013
1769361927.280611,3.570387,12.217051,-9.755247,0.000000,0.000000,0.000000,0.016158,1769361927.280611,1023,1023,0.000000,0.000000,1769361927.272601,,,-3.176358,-3.176507,1769361927.251969,,,0.000000,0.000000,1769361927.250964
1769361927.315217,3.604993,12.217051,-9.755247,0.000000,0.000000,0.000000,0.016158,1769361927.315217,1023,1023,0.000000,0.000000,1769361927.314213,,,-3.176358,-3.176507,1769361927.251969,,,0.000000,0.000000,1769361927.250964
1769361927.344270,3.634045,12.217051,-9.755247,0.000000,0.000000,0.000000,0.016158,1769361927.344270,1023,1023,0.000000,0.000000,1769361927.335255,,,-3.176358,-3.176507,1769361927.251969,,,0.000000,0.000000,1769361927.250964
1769361927.394075,3.683851,12.217051,-9.755247,0.000000,0.000000,0.000000,0.016158,1769361927.394075,1002,1002,0.000000,0.000000,1769361927.391564,,,-3.176358,-3.176505,1769361927.363537,,,0.000000,0.000000,1769361927.349292
1769361927.420660,3.710436,12.217051,-9.755247,0.000000,0.000000,0.000000,0.016158,1769361927.420660,1022,1023,0.000000,0.000000,1769361927.412269,,,-3.176358,-3.176505,1769361927.363537,,,0.000000,0.000000,1769361927.349292
1769361927.453043,3.742819,12.217051,-9.755247,0.000000,0.000000,0.000000,0.016158,1769361927.453043,1023,1023,0.000000,0.000000,1769361927.444463,,,-3.176358,-3.176505,1769361927.363537,,,0.000000,0.000000,1769361927.349292
1769361927.481285,3.771061,12.217051,-9.755247,0.000000,0.000000,0.000000,0.016158,1769361927.481285,1023,1023,0.000000,0.000000,1769361927.477777,,,-3.176356,-3.176505,1769361927.454044,,,0.000000,0.000000,1769361927.453043
1769361927.510738,3.800514,12.217051,-9.755247,0.000000,0.000000,0.000000,0.016158,1769361927.510738,1023,1022,0.000000,0.000000,1769361927.510738,,,-3.176356,-3.176505,1769361927.454044,,,0.000000,0.000000,1769361927.453043
1769361927.552765,3.842541,12.217051,-9.755247,0.000000,0.000000,0.000000,0.016158,1769361927.552765,1022,1023,0.000000,0.000000,1769361927.551765,,,-3.176356,-3.176505,1769361927.454044,,,0.000000,0.000000,1769361927.453043
1769361927.590454,3.880230,12.217051,-9.755247,0.000000,0.000000,0.000000,0.016158,1769361927.590454,1023,1023,0.000000,0.000000,1769361927.584947,,,-3.176356,-3.176505,1769361927.555273,,,0.000000,0.000000,1769361927.554269
1769361927.622510,3.912286,12.217051,-9.755247,0.000000,0.000000,0.000000,0.016158,1769361927.622510,1023,1022,0.000000,0.000000,1769361927.617003,,,-3.176356,-3.176505,1769361927.555273,,,0.000000,0.000000,1769361927.554269
1769361927.650577,3.940353,12.217051,-9.755247,0.000000,0.000000,0.000000,0.016158,1769361927.650577,1023,1023,0.000000,0.000000,1769361927.649573,,,-3.176356,-3.176505,1769361927.555273,,,0.000000,0.000000,1769361927.554269
1769361927.681728,3.971504,12.217051,-9.755247,0.000000,0.000000,0.000000,0.016158,1769361927.681728,1023,1023,0.000000,0.000000,1769361927.670712,,,-3.176358,-3.176505,1769361927.671710,,,0.000000,0.000000,1769361927.554269
1769361927.714500,4.004276,12.217051,-9.755247,0.000000,0.000000,0.000000,0.016158,1769361927.714500,1023,1023,0.000000,0.000000,1769361927.711440,,,-3.176358,-3.176505,1769361927.671710,,,0.000000,0.000000,1769361927.653578
1769361927.742319,4.032095,12.217051,-9.755247,0.000000,0.000000,0.000000,0.016158,1769361927.742319,1023,1023,0.000000,0.000000,1769361927.736304,,,-3.176358,-3.176505,1769361927.671710,,,0.000000,0.000000,1769361927.653578
1769361927.787441,4.077217,12.217051,-9.755247,0.000000,0.000000,0.000000,0.016158,1769361927.787441,1023,1023,0.000000,0.000000,1769361927.777654,,,-3.176358,-3.176505,1769361927.779655,,,0.000000,0.000000,1769361927.653578
1769361927.819236,4.109011,12.217051,-9.755247,0.000000,0.000000,0.000000,0.016158,1769361927.819236,1022,1022,0.000000,0.000000,1769361927.809720,,,-3.176358,-3.176505,1769361927.779655,,,0.000000,0.000000,1769361927.755999
1769361927.851327,4.141103,12.217051,-9.755247,0.000000,0.000000,0.000000,0.016158,1769361927.851327,1022,1022,0.000000,0.000000,1769361927.842791,,,-3.176358,-3.176505,1769361927.779655,,,0.000000,0.000000,1769361927.755999
1769361927.881308,4.171083,12.217051,-9.755247,0.000000,0.000000,0.000000,0.016158,1769361927.881308,1023,1023,0.000000,0.000000,1769361927.875295,,,-3.176358,-3.176503,1769361927.873291,,,0.000000,0.000000,1769361927.857442
1769361927.914763,4.204539,12.217051,-9.755247,0.000000,0.000000,0.000000,0.016158,1769361927.914763,1023,1023,0.000000,0.000000,1769361927.908207,,,-3.176358,-3.176503,1769361927.873291,,,0.000000,0.000000,1769361927.857442
1769361927.949385,4.239161,12.217051,-9.755247,0.000000,0.000000,0.000000,0.016158,1769361927.949385,1023,1023,0.000000,0.000000,1769361927.949385,,,-3.176358,-3.176503,1769361927.873291,,,0.000000,0.000000,1769361927.857442
1769361927.975955,4.265731,12.217051,-9.755247,0.000000,0.000000,0.000000,0.016158,1769361927.975955,1022,1023,0.000000,0.000000,1769361927.969378,,,-3.176358,-3.176503,1769361927.873291,,,0.000000,0.000000,1769361927.857442
1769361928.007810,4.297586,12.217051,-9.755247,0.000000,0.000000,0.000000,0.016158,1769361928.007810,1022,1022,0.000000,0.000000,1769361928.002543,,,-3.176358,-3.176503,1769361927.981983,,,0.000000,0.000000,1769361927.958107
1769361928.036910,4.326686,12.217051,-9.755247,0.000000,0.000000,0.000000,0.016158,1769361928.036910,1023,1023,0.000000,0.000000,1769361928.034910,,,-3.176358,-3.176503,1769361927.981983,,,0.000000,0.000000,1769361927.958107
1769361928.070522,4.360298,12.217051,-9.755247,0.000000,0.000000,0.000000,0.016158,1769361928.070522,1022,1023,0.000000,0.000000,1769361928.067511,,,-3.176358,-3.176503,1769361928.059474,,,0.000000,0.000000,1769361928.057969
1769361928.112271,4.402047,12.217051,-9.755247,0.000000,0.000000,0.000000,0.016158,1769361928.112271,1022,1023,0.000000,0.000000,1769361928.100616,,,-3.176358,-3.176503,1769361928.059474,,,0.000000,0.000000,1769361928.057969
1769361928.146350,4.436126,12.217051,-9.755247,0.000000,0.000000,0.000000,0.016158,1769361928.146350,1023,1023,0.000000,0.000000,1769361928.144846,,,-3.176358,-3.176503,1769361928.059474,,,0.000000,0.000000,1769361928.057969
1769361928.189537,4.479312,12.217051,-9.755247,0.000000,0.000000,0.000000,0.016158,1769361928.189537,1023,1022,0.000000,0.000000,1769361928.186537,,,-3.176358,-3.176505,1769361928.182180,,,0.000000,0.000000,1769361928.162100
