timestamp,time_elapsed,position_x,position_y,velocity_x,velocity_y,velocity_magnitude,distance_to_boundary,timestamp_camera,fsr_L_raw,fsr_R_raw,fsr_L,fsr_R,timestamp_fsr,error_x_L,error_y_L,error_x_R,error_y_R,timestamp_geomagic,geomagic_velocity_x_L,geomagic_velocity_y_L,geomagic_velocity_x_R,geomagic_velocity_y_R,timestamp_velocity
1769437572.058123,0.034833,11.153798,-15.790755,0.000000,0.000000,0.000000,0.940345,1769437572.058123,1023,1023,0.000000,0.000000,1769437572.051700,,,,,,,,,,
1769437572.088193,0.064903,11.153798,-15.790755,0.000000,0.000000,0.000000,0.940345,1769437572.088193,1023,1023,0.000000,0.000000,1769437572.085182,,,,,,,,,,
1769437572.116071,0.092781,11.153798,-15.790755,0.000000,0.000000,0.000000,0.940345,1769437572.116071,1023,1023,0.000000,0.000000,1769437572.106081,,,,,,,,,,
1769437572.151594,0.128304,11.153798,-15.790755,0.000000,0.000000,0.000000,0.940345,1769437572.151594,1023,1023,0.000000,0.000000,1769437572.146470,,,,,,,,,,
1769437572.183575,0.160286,11.153798,-15.790755,0.000000,0.000000,0.000000,0.940345,1769437572.183575,1023,1022,0.000000,0.000000,1769437572.179074,2.627869,2.611632,,,1769437572.152594,0.000000,0.000000,,,1769437572.139456
1769437572.214685,0.191396,11.153798,-15.790755,0.000000,0.000000,0.000000,0.940345,1769437572.214685,1023,1023,0.000000,0.000000,1769437572.212174,2.627869,2.611632,,,1769437572.152594,0.000000,0.000000,,,1769437572.139456
1769437572.242136,0.218846,11.153798,-15.790755,0.000000,0.000000,0.000000,0.940345,1769437572.242136,1023,1023,0.000000,0.000000,1769437572.233078,2.750085,2.441087,,,1769437572.221426,0.000000,0.000000,,,1769437572.139456
1769437572.276286,0.252996,11.153798,-15.790755,0.000000,0.000000,0.000000,0.940345,1769437572.276286,1023,1023,0.000000,0.000000,1769437572.265735,2.750085,2.441087,,,1769437572.221426,1.509229,-1.885347,,,1769437572.220423
1769437572.324537,0.301247,11.151925,-15.718505,-0.038818,1.497381,1.497884,0.875713,1769437572.324537,1022,1023,0.000000,0.000000,1769437572.322481,2.750085,2.441087,,,1769437572.221426,1.509229,-1.885347,,,1769437572.220423
1769437572.358581,0.335291,11.151925,-15.718505,-0.027173,1.048167,1.048519,0.875713,1769437572.358581,1023,1023,0.000000,0.000000,1769437572.351286,2.834765,2.364678,,,1769437572.336546,0.273255,-0.797192,,,1769437572.324537
1769437572.390669,0.367380,11.151925,-15.718505,-0.019021,0.733717,0.733963,0.875713,1769437572.390669,1022,1022,0.000000,0.000000,1769437572.383178,2.834765,2.364678,,,1769437572.336546,0.273255,-0.797192,,,1769437572.324537
1769437572.423664,0.400374,11.151925,-15.718505,-0.013315,0.513602,0.513774,0.875713,1769437572.423664,1023,1023,0.000000,0.000000,1769437572.417287,2.834765,2.364678,,,1769437572.336546,0.273255,-0.797192,,,1769437572.324537
1769437572.453075,0.429785,11.151925,-15.718505,-0.009320,0.359521,0.359642,0.875713,1769437572.453075,1023,1023,0.000000,0.000000,1769437572.449564,2.902388,2.424142,,,1769437572.429222,0.378295,0.126176,,,1769437572.428222
1769437572.484875,0.461586,11.151925,-15.718505,-0.006524,0.251665,0.251749,0.875713,1769437572.484875,1023,1023,0.000000,0.000000,1769437572.482846,2.902388,2.424142,,,1769437572.429222,0.378295,0.126176,,,1769437572.428222
1769437572.514560,0.491270,11.151925,-15.718505,-0.004567,0.176165,0.176225,0.875713,1769437572.514560,1023,1023,0.000000,0.000000,1769437572.502950,2.902388,2.424142,,,1769437572.429222,0.378295,0.126176,,,1769437572.428222
1769437572.546883,0.523593,11.151925,-15.718505,-0.003197,0.123316,0.123357,0.875713,1769437572.546883,1022,1022,0.000000,0.000000,1769437572.536282,2.907434,2.420547,,,1769437572.528217,0.378295,0.126176,,,1769437572.428222
1769437572.581449,0.558159,11.151925,-15.718505,-0.002238,0.086321,0.086350,0.875713,1769437572.581449,1023,1023,0.000000,0.000000,1769437572.580442,2.907434,2.420547,,,1769437572.528217,-0.257218,-0.045913,,,1769437572.527217
