timestamp,leftDistance,rightDistance,collisionFrames,fitEvents,currentFPS
4.982,0.0451,0.026,0,0,71.73
5.093,0.0451,0.026,0,0,72.13
5.191,0.0451,0.026,0,0,71.63
5.288,0.0451,0.026,0,0,72.2
5.385,0.0451,0.026,0,0,71.77
5.482,0.0451,0.026,0,0,72.11
5.593,0.0451,0.026,0,0,71.99
5.691,0.0451,0.026,0,0,72.13
5.788,0.0451,0.026,0,0,71.77
5.885,0.0451,0.026,0,0,72.11
5.983,0.0451,0.026,0,0,71.76
6.094,0.0451,0.026,0,0,72.07
6.191,0.0451,0.026,0,0,71.88
6.288,0.0451,0.026,0,0,71.99
6.386,0.0451,0.026,0,0,71.84
6.483,0.0451,0.026,0,0,71.94
6.58,0.0451,0.026,0,0,72.16
6.691,0.0451,0.026,0,0,72.08
6.789,0.0451,0.026,0,0,71.71
6.885,0.0451,0.026,0,0,72.32
6.983,0.0451,0.026,0,0,71.8
7.094,0.0451,0.026,0,0,72.07
7.191,0.0451,0.026,0,0,71.86
7.288,0.0451,0.026,0,0,72.15
7.386,0.0451,0.026,0,0,71.88
7.483,0.0451,0.026,0,0,72.14
7.58,0.0451,0.026,0,0,71.93
7.691,0.0451,0.026,0,0,72.14
7.789,0.0451,0.026,0,0,71.59
7.885,0.0451,0.026,0,0,72.52
7.983,0.0451,0.026,0,0,71.68
8.094,0.0451,0.026,0,0,72.27
8.191,0.0451,0.026,0,0,71.75
8.288,0.0451,0.026,0,0,72.24
8.386,0.0451,0.026,0,0,71.52
8.483,0.0451,0.026,0,0,72.46
8.594,0.0451,0.026,0,0,72.06
8.681,0.0451,0.026,0,0,69.01
8.788,0.0451,0.026,0,0,74.13
8.886,0.0451,0.026,0,0,72.13
8.983,0.0451,0.026,0,0,71.82
9.08,0.0451,0.026,0,0,72.03
9.191,0.0451,0.026,0,0,71.87
9.288,0.0451,0.026,0,0,72.26
9.386,0.0451,0.026,0,0,71.85
9.483,0.0451,0.026,0,0,72.32
9.594,0.0451,0.026,0,0,71.85
9.691,0.0451,0.026,0,0,72.23
9.788,0.0451,0.026,0,0,71.72
9.885,0.0451,0.026,0,0,72.16
9.983,0.0451,0.026,0,0,72
10.094,0.0451,0.026,0,0,72
10.191,0.0451,0.026,0,0,71.72
10.288,0.0451,0.026,0,0,72.15
10.386,0.0451,0.026,0,0,71.88
10.483,0.0451,0.026,0,0,72.27
10.58,0.0451,0.026,0,0,71.77
10.691,0.0451,0.026,0,0,72.21
10.789,0.0451,0.026,0,0,71.68
10.886,0.0451,0.026,0,0,72.2
10.983,0.0451,0.026,0,0,71.82
11.094,0.0451,0.026,0,0,72.19
11.191,0.0451,0.026,0,0,71.84
11.289,0.0451,0.026,0,0,71.87
11.386,0.0451,0.026,0,0,72.03
11.483,0.0451,0.026,0,0,72.22
11.58,0.0451,0.026,0,0,71.7
11.691,0.0451,0.026,0,0,72.24
11.789,0.0451,0.026,0,0,71.7
11.886,0.0451,0.026,0,0,72.24
11.983,0.0451,0.026,0,0,71.66
12.08,0.0451,0.026,0,0,72.15
12.192,0.0451,0.026,0,0,71.78
12.289,0.0451,0.026,0,0,72.13
12.386,0.0451,0.026,0,0,71.9
12.483,0.0451,0.026,0,0,72.11
12.581,0.0451,0.026,0,0,71.83
12.692,0.0451,0.026,0,0,72.22
12.789,0.0451,0.026,0,0,71.77
12.886,0.0451,0.026,0,0,72.17
12.984,0.0451,0.026,0,0,71.8
13.08,0.0451,0.026,0,0,72.24
13.192,0.0451,0.026,0,0,71.9
13.289,0.0451,0.026,0,0,71.94
13.386,0.0451,0.026,0,0,72.07
13.483,0.0451,0.026,0,0,72.11
13.581,0.0451,0.026,0,0,71.78
13.692,0.0451,0.026,0,0,72.12
13.789,0.0451,0.026,0,0,71.82
13.886,0.0451,0.026,0,0,72.12
13.984,0.0451,0.026,0,0,71.72
14.081,0.0451,0.026,0,0,72.23
14.192,0.0451,0.026,0,0,71.79
14.289,0.0451,0.026,0,0,72.11
14.387,0.0451,0.026,0,0,71.79
14.484,0.0451,0.026,0,0,72.23
14.581,0.0451,0.026,0,0,71.94
14.692,0.0451,0.026,0,0,72.07
14.79,0.0451,0.026,0,0,71.75
14.886,0.0451,0.026,0,0,72.32
14.984,0.0451,0.026,0,0,71.82
15.081,0.0451,0.026,0,0,72.3
15.192,0.0451,0.026,0,0,71.93
15.289,0.0451,0.026,0,0,72.3
15.386,0.0451,0.026,0,0,71.84
15.483,0.0451,0.026,0,0,72.05
15.58,0.0451,0.026,0,0,72.05
15.691,0.0451,0.026,0,0,72.26
15.789,0.0451,0.026,0,0,71.7
15.886,0.0451,0.026,0,0,72.15
15.984,0.0451,0.026,0,0,71.64
16.08,0.0451,0.026,0,0,72.43
16.192,0.0451,0.026,0,0,71.84
16.289,0.0451,0.026,0,0,72.11
16.386,0.0451,0.026,0,0,71.8
16.484,0.0451,0.026,0,0,71.84
16.581,0.0451,0.026,0,0,71.75
16.692,0.0451,0.026,0,0,72.12
16.789,0.0451,0.026,0,0,71.99
16.886,0.0451,0.026,0,0,72.36
16.983,0.0451,0.026,0,0,72.05
17.08,0.0451,0.026,0,0,72.23
17.191,0.0451,0.026,0,0,71.83
17.288,0.0451,0.026,0,0,72.15
17.386,0.0451,0.026,0,0,71.87
17.483,0.0451,0.026,0,0,72.18
17.58,0.0451,0.026,0,0,71.75
17.691,0.0451,0.026,0,0,72.28
17.789,0.0451,0.026,0,0,71.8
17.885,0.0451,0.026,0,0,72.24
17.983,0.0451,0.026,0,0,71.72
18.094,0.0451,0.026,0,0,72.12
18.191,0.0451,0.026,0,0,72.02
18.289,0.0451,0.026,0,0,71.78
18.386,0.0451,0.026,0,0,72.1
18.483,0.0451,0.026,0,0,72.16
18.58,0.0451,0.026,0,0,71.88
18.691,0.0451,0.026,0,0,71.98
18.789,0.0451,0.026,0,0,71.72
18.885,0.0451,0.026,0,0,72.51
18.983,0.0451,0.026,0,0,71.77
19.08,0.0451,0.026,0,0,72.14
19.191,0.0451,0.026,0,0,71.9
19.289,0.0451,0.026,0,0,71.72
19.386,0.0451,0.026,0,0,72.13
19.483,0.0451,0.026,0,0,72.29
19.58,0.0451,0.026,0,0,71.67
19.691,0.0451,0.026,0,0,72.09
19.789,0.0451,0.026,0,0,71.97
19.885,0.0451,0.026,0,0,72.33
19.983,0.0451,0.026,0,0,71.73
20.08,0.0451,0.026,0,0,72.17
20.191,0.0451,0.026,0,0,71.87
20.288,0.0451,0.026,0,0,72.16
20.386,0.0451,0.026,0,0,71.87
20.483,0.0451,0.026,0,0,72.27
20.58,0.0451,0.026,0,0,71.87
20.691,0.0451,0.026,0,0,71.85
20.789,0.0451,0.026,0,0,71.99
20.886,0.0451,0.026,0,0,72.14
20.983,0.0451,0.026,0,0,71.89
21.08,0.0451,0.026,0,0,72.13
21.191,0.0451,0.026,0,0,71.9
21.288,0.0451,0.026,0,0,72.24
21.386,0.0451,0.026,0,0,71.66
21.483,0.0451,0.026,0,0,72.35
21.58,0.0451,0.026,0,0,71.63
21.691,0.0451,0.026,0,0,72.2
21.789,0.0451,0.026,0,0,71.41
21.886,0.0451,0.026,0,0,72.69
21.983,0.0451,0.026,0,0,71.55
22.08,0.0451,0.026,0,0,72.11
22.191,0.0451,0.026,0,0,72.05
22.288,0.0451,0.026,0,0,72.22
22.386,0.0451,0.026,0,0,71.43
22.483,0.0451,0.026,0,0,72.52
22.58,0.0451,0.026,0,0,72
22.691,0.0451,0.026,0,0,72.11
22.789,0.0451,0.026,0,0,71.75
22.886,0.0451,0.026,0,0,72.11
22.983,0.0451,0.026,0,0,72.01
23.094,0.0451,0.026,0,0,72.02
23.192,0.0451,0.026,0,0,71.74
23.289,0.0451,0.026,0,0,72.09
23.386,0.0451,0.026,0,0,71.66
23.483,0.0451,0.026,0,0,72.26
23.581,0.0451,0.026,0,0,71.68
23.692,0.0451,0.026,0,0,72.16
23.789,0.0451,0.026,0,0,71.94
23.886,0.0451,0.026,0,0,71.97
23.984,0.0451,0.026,0,0,71.8
24.081,0.0451,0.026,0,0,72.3
24.192,0.0451,0.026,0,0,71.75
24.289,0.0451,0.026,0,0,72.23
24.386,0.0451,0.026,0,0,71.81
24.483,0.0451,0.026,0,0,72.32
24.581,0.0451,0.026,0,0,71.44
24.692,0.0451,0.026,0,0,72.41
24.789,0.0451,0.026,0,0,71.84
24.887,0.0451,0.026,0,0,71.91
24.984,0.0451,0.026,0,0,72.14
25.08,0.0451,0.026,0,0,72.23
25.192,0.0451,0.026,0,0,71.84
25.289,0.0451,0.026,0,0,72.13
25.387,0.0451,0.026,0,0,71.38
25.483,0.0451,0.026,0,0,72.81
25.584,0.0451,0.026,0,0,69.62
25.691,0.0451,0.026,0,0,74.47
25.789,0.0451,0.026,0,0,71.84
25.885,0.0451,0.026,0,0,72.35
25.983,0.0451,0.026,0,0,71.75
26.08,0.0451,0.026,0,0,71.95
26.191,0.0451,0.026,0,0,72.16
26.288,0.0451,0.026,0,0,71.91
26.386,0.0451,0.026,0,0,71.98
26.483,0.0451,0.026,0,0,72.09
26.594,0.0451,0.026,0,0,72
26.691,0.0451,0.026,0,0,72.19
26.788,0.0451,0.026,0,0,71.72
26.885,0.0451,0.026,0,0,72.22
26.983,0.0451,0.026,0,0,71.9
27.093,0.0451,0.026,0,0,72.19
27.191,0.0451,0.026,0,0,71.69
27.288,0.0451,0.026,0,0,72.27
27.386,0.0451,0.026,0,0,71.72
27.483,0.0451,0.026,0,0,72.09
27.58,0.0451,0.026,0,0,71.89
27.691,0.0451,0.026,0,0,72.16
27.789,0.0451,0.026,0,0,71.47
27.885,0.0451,0.026,0,0,72.55
27.983,0.0451,0.026,0,0,71.72
28.08,0.0451,0.026,0,0,71.84
28.191,0.0451,0.026,0,0,72.05
28.289,0.0451,0.026,0,0,72.01
28.386,0.0451,0.026,0,0,71.99
28.483,0.0451,0.026,0,0,72.11
28.58,0.0451,0.026,0,0,71.92
28.691,0.0451,0.026,0,0,72.13
28.789,0.0451,0.026,0,0,71.7
28.886,0.0451,0.026,0,0,72.23
28.983,0.0451,0.026,0,0,72.01
29.08,0.0451,0.026,0,0,72.04
29.191,0.0451,0.026,0,0,71.88
29.288,0.0451,0.026,0,0,72.17
29.386,0.0451,0.026,0,0,71.72
29.483,0.0451,0.026,0,0,72.27
29.58,0.0451,0.026,0,0,71.84
29.691,0.0451,0.026,0,0,72.11
29.789,0.0451,0.026,0,0,71.83
29.886,0.0451,0.026,0,0,72.13
29.983,0.0451,0.026,0,0,71.9
30.094,0.0451,0.026,0,0,72.23
30.191,0.0451,0.026,0,0,71.79
30.288,0.0451,0.026,0,0,72.12
30.386,0.0451,0.026,0,0,71.77
30.483,0.0451,0.026,0,0,72.23
30.58,0.0451,0.026,0,0,72.01
30.691,0.0451,0.026,0,0,72.03
30.789,0.0451,0.026,0,0,71.82
30.885,0.0451,0.026,0,0,72.21
30.983,0.0451,0.026,0,0,71.78
31.08,0.0451,0.026,0,0,72.16
31.191,0.0451,0.026,0,0,71.89
31.288,0.0451,0.026,0,0,72.12
31.386,0.0451,0.026,0,0,71.66
31.483,0.0451,0.026,0,0,72.29
31.58,0.0451,0.026,0,0,71.82
31.691,0.0451,0.026,0,0,72.21
31.789,0.0451,0.026,0,0,71.66
31.886,0.0451,0.026,0,0,72.27
31.983,0.0451,0.026,0,0,71.79
32.094,0.0451,0.026,0,0,72.21
32.191,0.0451,0.026,0,0,71.79
32.288,0.0451,0.026,0,0,72.26
32.386,0.0451,0.026,0,0,71.84
32.483,0.0451,0.026,0,0,72.12
32.58,0.0451,0.026,0,0,71.91
32.691,0.0451,0.026,0,0,72.03
32.789,0.0451,0.026,0,0,71.97
32.886,0.0451,0.026,0,0,71.91
32.983,0.0451,0.026,0,0,72.09
33.08,0.0451,0.026,0,0,71.98
33.191,0.0451,0.026,0,0,72.02
33.289,0.0451,0.026,0,0,71.86
33.386,0.0451,0.026,0,0,72.09
33.483,0.0451,0.026,0,0,71.84
33.58,0.0451,0.026,0,0,72.11
33.691,0.0451,0.026,0,0,72.18
33.789,0.0451,0.026,0,0,71.83
33.886,0.0451,0.026,0,0,61.57
33.983,0.0451,0.026,0,0,71.87
34.081,0.0451,0.026,0,0,72.11
34.191,0.0451,0.026,0,0,72.35
34.288,0.0451,0.026,0,0,72.08
34.386,0.0451,0.026,0,0,71.32
34.483,0.0451,0.026,0,0,72.09
34.581,0.0451,0.026,0,0,71.99
34.691,0.0451,0.026,0,0,72.27
34.789,0.0451,0.026,0,0,71.72
34.887,0.0451,0.026,0,0,71.75
34.983,0.0451,0.026,0,0,72.78
35.094,0.0451,0.026,0,0,72.18
35.191,0.0451,0.026,0,0,71.73
35.298,0.0451,0.026,0,0,65.25
35.386,0.0451,0.026,0,0,68.54
35.483,0.0451,0.026,0,0,62.12
35.58,0.0451,0.026,0,0,71.78
35.691,0.0451,0.026,0,0,72.12
35.789,0.0451,0.026,0,0,71.28
35.886,0.0451,0.026,0,0,72.41
35.983,0.0451,0.026,0,0,72.08
36.08,0.0451,0.026,0,0,71.83
36.193,0.0451,0.026,0,0,71.29
36.289,0.0451,0.026,0,0,72.55
36.386,0.0451,0.026,0,0,72.2
36.483,0.0451,0.026,0,0,72.01
36.581,0.0451,0.026,0,0,71.68
36.691,0.0451,0.026,0,0,72.42
36.788,0.0451,0.026,0,0,72.18
36.887,0.0451,0.026,0,0,70.91
36.984,0.0451,0.026,0,0,72.42
37.081,0.0451,0.026,0,0,72.36
37.191,0.0451,0.026,0,0,72.45
37.288,0.0451,0.026,0,0,71.85
37.386,0.0451,0.026,0,0,72.05
37.483,0.0451,0.026,0,0,72.17
37.594,0.0451,0.026,0,0,71.9
37.691,0.0451,0.026,0,0,72.24
37.788,0.0451,0.026,0,0,71.73
37.885,0.0451,0.026,0,0,72.29
37.983,0.0451,0.026,0,0,71.41
38.08,0.0451,0.026,0,0,72.22
38.192,0.0451,0.026,0,0,71.54
38.289,0.0451,0.026,0,0,72.36
38.385,0.0451,0.026,0,0,72.45
38.482,0.0451,0.026,0,0,72.09
38.593,0.0451,0.026,0,0,72
38.69,0.0451,0.026,0,0,62.2
38.788,0.0451,0.026,0,0,71.41
38.885,0.0451,0.026,0,0,72.14
38.983,0.0451,0.026,0,0,71.7
39.094,0.0451,0.026,0,0,71.8
39.191,0.0451,0.026,0,0,71.83
39.288,0.0451,0.026,0,0,72.77
39.385,0.0451,0.026,0,0,71.71
39.483,0.0451,0.026,0,0,71.91
39.594,0.0451,0.026,0,0,71.62
39.691,0.0451,0.026,0,0,72.12
39.789,0.0451,0.026,0,0,71.82
39.885,0.0451,0.026,0,0,72.63
39.983,0.0451,0.026,0,0,71.46
40.08,0.0451,0.026,0,0,72.15
40.191,0.0451,0.026,0,0,71.96
40.288,0.0451,0.026,0,0,72.57
40.385,0.0451,0.026,0,0,71.82
40.483,0.0451,0.026,0,0,71.6
40.594,0.0451,0.026,0,0,71.84
40.691,0.0451,0.026,0,0,72.1
40.789,0.0451,0.026,0,0,72.03
40.886,0.0451,0.026,0,0,71.63
40.983,0.0451,0.026,0,0,72.73
41.082,0.0451,0.026,0,0,70.17
41.255,0.0451,0.026,0,0,46.24
41.29,0.0451,0.026,0,0,29.25
41.385,0.0451,0.026,0,0,73.36
41.483,0.0451,0.026,0,0,71.77
41.58,0.0451,0.026,0,0,71.7
41.691,0.0451,0.026,0,0,72.07
41.788,0.0451,0.026,0,0,72.36
41.885,0.0451,0.026,0,0,72.26
41.982,0.0451,0.026,0,0,71.78
42.093,0.0451,0.026,0,0,72.11
42.191,0.0451,0.026,0,0,71.65
42.288,0.0451,0.026,0,0,72.44
42.385,0.0451,0.026,0,0,71.82
42.484,0.0451,0.026,0,0,70.41
42.594,0.0451,0.026,0,0,73.07
42.691,0.0451,0.026,0,0,72.34
42.789,0.0451,0.026,0,0,71.22
42.885,0.0451,0.026,0,0,72.69
42.983,0.0451,0.026,0,0,71.62
43.094,0.0451,0.026,0,0,72.26
43.191,0.0451,0.026,0,0,72.22
43.288,0.0451,0.026,0,0,72.29
43.386,0.0451,0.026,0,0,71.43
43.482,0.0451,0.026,0,0,72.4
43.593,0.0451,0.026,0,0,71.98
43.69,0.0451,0.026,0,0,72.14
43.788,0.0451,0.026,0,0,71.73
43.886,0.0451,0.026,0,0,71.72
43.983,0.0451,0.026,0,0,71.67
44.08,0.0451,0.026,0,0,72.28
44.191,0.0451,0.026,0,0,72.28
44.288,0.0451,0.026,0,0,72.34
44.385,0.0451,0.026,0,0,71.84
44.482,0.0451,0.026,0,0,72.02
44.593,0.0451,0.026,0,0,71.99
44.691,0.0451,0.026,0,0,71.89
44.788,0.0451,0.026,0,0,71.98
44.886,0.0451,0.026,0,0,71.01
44.982,0.0451,0.026,0,0,73.15
45.093,0.0451,0.026,0,0,72.07
45.191,0.0451,0.026,0,0,71.29
45.288,0.0451,0.026,0,0,72.17
45.386,0.0451,0.026,0,0,71.77
45.483,0.0451,0.026,0,0,72.1
45.58,0.0451,0.026,0,0,72.04
45.691,0.0451,0.026,0,0,72.44
45.788,0.0451,0.026,0,0,71.74
45.886,0.0451,0.026,0,0,71.84
45.983,0.0451,0.026,0,0,71.78
46.094,0.0451,0.026,0,0,72.39
46.2,0.0451,0.026,0,0,65.66
46.288,0.0451,0.026,0,0,68.21
46.385,0.0451,0.026,0,0,61.71
46.483,0.0451,0.026,0,0,61.64
46.594,0.0451,0.026,0,0,72.22
46.978,0.0451,0.026,0,0,10.41
47.013,0.0451,0.026,0,0,27.95
47.033,0.0451,0.026,0,0,52.22
47.053,0.0451,0.026,0,0,48.54
47.081,0.0451,0.026,0,0,72.04
47.192,0.0451,0.026,0,0,71.79
47.289,0.0451,0.026,0,0,72.18
47.387,0.0451,0.026,0,0,71.89
47.484,0.0451,0.026,0,0,72.15
47.581,0.0451,0.026,0,0,71.69
47.692,0.0451,0.026,0,0,72.18
47.789,0.0451,0.026,0,0,72.11
47.887,0.0451,0.026,0,0,71.44
47.985,0.0451,0.026,0,0,72.01
48.082,0.0451,0.026,0,0,72.17
48.195,0.0451,0.026,0,0,70.41
48.293,0.0451,0.026,0,0,71.79
48.387,0.0451,0.026,0,0,74.02
48.484,0.0451,0.026,0,0,72.13
48.582,0.0451,0.026,0,0,71.85
48.693,0.0451,0.026,0,0,71.81
48.79,0.0451,0.026,0,0,72.52
48.887,0.0451,0.026,0,0,71.81
48.985,0.0451,0.026,0,0,71.68
49.081,0.0451,0.026,0,0,72.91
49.182,0.0451,0.026,0,0,68.91
49.29,0.0451,0.026,0,0,74.27
49.387,0.0451,0.026,0,0,72.4
49.484,0.0451,0.026,0,0,71.83
49.581,0.0451,0.026,0,0,71.98
49.692,0.0451,0.026,0,0,72.11
49.789,0.0451,0.026,0,0,72.42
49.887,0.0451,0.026,0,0,61.04
50.016,0.0451,0.026,0,0,23.34
50.081,0.0451,0.026,0,0,45.84
50.192,0.0451,0.026,0,0,72.16
50.289,0.0451,0.026,0,0,72.14
50.387,0.0451,0.026,0,0,61.2
50.484,0.0451,0.026,0,0,72.22
50.592,0.0451,0.026,0,0,46.49
50.68,0.0451,0.026,0,0,67.88
50.79,0.0451,0.026,0,0,72.54
50.884,0.0451,0.026,0,0,42.62
50.998,0.0451,0.026,0,0,61.71
51.082,0.0451,0.026,0,0,71.39
51.203,0.0451,0.026,0,0,49.51
51.287,0.0451,0.026,0,0,59.76
51.387,0.0451,0.026,0,0,69.85
51.484,0.0451,0.026,0,0,61.8
51.597,0.0451,0.026,0,0,61.76
51.693,0.0451,0.026,0,0,73.39
51.79,0.0451,0.026,0,0,61.63
51.9,0.0451,0.026,0,0,63.91
51.985,0.0451,0.026,0,0,70.47
52.082,0.0451,0.026,0,0,61.92
52.205,0.0451,0.026,0,0,65.05
52.29,0.0451,0.026,0,0,70.11
52.387,0.0451,0.026,0,0,62.07
52.485,0.0451,0.026,0,0,71.64
52.581,0.0451,0.026,0,0,62.1
52.692,0.0451,0.026,0,0,62.9
52.786,0.0451,0.026,0,0,32.03
52.886,0.0451,0.026,0,0,69.77
52.984,0.0451,0.026,0,0,71.84
53.081,0.0451,0.026,0,0,71.76
53.2,0.0451,0.026,0,0,59.02
53.289,0.0451,0.026,0,0,78.26
53.387,0.0451,0.026,0,0,71.9
53.486,0.0451,0.026,0,0,60.44
53.582,0.0451,0.026,0,0,73.19
53.693,0.0451,0.026,0,0,72.07
53.79,0.0451,0.026,0,0,61.55
53.905,0.0451,0.026,0,0,52.48
53.984,0.0451,0.026,0,0,75.19
54.081,0.0451,0.026,0,0,72.56
54.192,0.0451,0.026,0,0,71.94
54.571,0.0451,0.026,0,0,10.56
54.608,0.0451,0.026,0,0,27.28
54.63,0.0451,0.026,0,0,44.48
54.639,0.0451,0.026,0,0,114.65
54.691,0.0451,0.026,0,0,76.33
54.785,0.0451,0.026,0,0,64.1
54.882,0.0451,0.026,0,0,62.02
54.983,0.0451,0.026,0,0,78.49
55.081,0.0451,0.026,0,0,71.9
55.192,0.0451,0.026,0,0,72.27
55.288,0.0451,0.026,0,0,72.29
55.386,0.0451,0.026,0,0,61.6
55.483,0.0451,0.026,0,0,71.97
55.58,0.0451,0.026,0,0,71.83
55.691,0.0451,0.026,0,0,72.24
55.789,0.0451,0.026,0,0,71.89
55.886,0.0451,0.026,0,0,72.11
55.983,0.0451,0.026,0,0,71.76
56.081,0.0451,0.026,0,0,71.63
56.182,0.0451,0.026,0,0,49.38
56.288,0.0451,0.026,0,0,65.91
56.386,0.0451,0.026,0,0,71.88
56.483,0.0451,0.026,0,0,61.84
56.58,0.0451,0.026,0,0,71.68
56.691,0.0451,0.026,0,0,72.31
56.787,0.0451,0.026,0,0,62.82
56.886,0.0451,0.026,0,0,70.58
56.984,0.0451,0.026,0,0,71.53
57.081,0.0451,0.026,0,0,72.12
57.191,0.0451,0.026,0,0,72.28
57.288,0.0451,0.026,0,0,72.16
57.386,0.0451,0.026,0,0,71.94
57.483,0.0451,0.026,0,0,72.12
57.584,0.0451,0.026,0,0,69.05
57.691,0.0451,0.026,0,0,74.75
57.788,0.0451,0.026,0,0,71.94
57.886,0.0451,0.026,0,0,72.06
57.983,0.0451,0.026,0,0,71.8
58.08,0.0451,0.026,0,0,72.16
58.192,0.0451,0.026,0,0,71.73
58.288,0.0451,0.026,0,0,72.32
58.387,0.0451,0.026,0,0,71.36
58.483,0.0451,0.026,0,0,72.27
58.581,0.0451,0.026,0,0,71.74
58.691,0.0451,0.026,0,0,72.65
58.79,0.0451,0.026,0,0,50.73
58.886,0.0451,0.026,0,0,72.81
58.983,0.0451,0.026,0,0,71.91
59.08,0.0451,0.026,0,0,72.22
59.191,0.0451,0.026,0,0,71.86
59.289,0.0451,0.026,0,0,71.96
59.386,0.0451,0.026,0,0,72.05
59.483,0.0451,0.026,0,0,72.12
59.58,0.0451,0.026,0,0,61.62
59.691,0.0451,0.026,0,0,72.16
59.788,0.0451,0.026,0,0,71.87
59.886,0.0451,0.026,0,0,71.93
59.983,0.0451,0.026,0,0,71.92
60.09,0.0451,0.026,0,0,56.04
60.187,0.0451,0.026,0,0,41.23
60.284,0.0451,0.026,0,0,41.34
60.386,0.0451,0.026,0,0,39.09
60.483,0.0451,0.026,0,0,72.04
60.59,0.0451,0.026,0,0,65.56
60.691,0.0451,0.026,0,0,69.38
60.789,0.0451,0.026,0,0,71.38
60.886,0.0451,0.026,0,0,72.33
60.984,0.0451,0.026,0,0,71.65
61.081,0.0451,0.026,0,0,51.3
61.192,0.0451,0.026,0,0,63.24
61.289,0.0451,0.026,0,0,71.93
61.387,0.0451,0.026,0,0,71.64
61.483,0.0451,0.026,0,0,72.8
61.903,0.0451,0.026,0,0,16.65
61.947,0.0451,0.026,0,0,22.71
61.961,0.0451,0.026,0,0,71.87
61.972,0.0451,0.026,0,0,93.59
61.986,0.0451,0.026,0,0,72.48
62.084,0.0451,0.026,0,0,71.66
62.181,0.0451,0.026,0,0,61.75
62.293,0.0451,0.026,0,0,71.35
62.389,0.0451,0.026,0,0,72.66
62.486,0.0451,0.026,0,0,72.19
62.583,0.0451,0.026,0,0,71.95
62.681,0.0451,0.026,0,0,72.06
62.792,0.0451,0.026,0,0,71.98
62.889,0.0451,0.026,0,0,71.84
62.986,0.0451,0.026,0,0,72.12
63.083,0.0451,0.026,0,0,72.15
63.18,0.0451,0.026,0,0,72.09
63.291,0.0451,0.026,0,0,72.02
63.389,0.0451,0.026,0,0,71.93
63.486,0.0451,0.026,0,0,72.1
63.583,0.0451,0.026,0,0,71.69
63.68,0.0451,0.026,0,0,72.17
63.792,0.0451,0.026,0,0,71.91
63.889,0.0451,0.026,0,0,72.2
63.986,0.0451,0.026,0,0,71.74
64.083,0.0451,0.026,0,0,72.2
64.181,0.0451,0.026,0,0,71.86
64.292,0.0451,0.026,0,0,72.1
64.389,0.0451,0.026,0,0,71.71
64.486,0.0451,0.026,0,0,72.04
64.584,0.0451,0.026,0,0,71.92
64.681,0.0451,0.026,0,0,72.08
64.793,0.0451,0.026,0,0,71.43
64.89,0.0451,0.026,0,0,72.13
64.987,0.0451,0.026,0,0,72.03
65.085,0.0451,0.026,0,0,61.4
65.182,0.0451,0.026,0,0,61.67
65.293,0.0451,0.026,0,0,63.17
65.39,0.0451,0.026,0,0,61.93
65.484,0.0451,0.026,0,0,63.6
65.585,0.0451,0.026,0,0,69.59
65.681,0.0451,0.026,0,0,72.8
65.793,0.0451,0.026,0,0,62.5
66.158,0.0451,0.026,0,0,8.21
66.195,0.0451,0.026,0,0,26.71
66.209,0.0451,0.026,0,0,73.64
66.22,0.0451,0.026,0,0,90.25
66.29,0.0451,0.026,0,0,71.42
