timestamp,leftDistance,rightDistance,collisionFrames,fitEvents,currentFPS
8.68,0.0451,0.026,0,0,144.55
8.783,0.0451,0.026,0,0,126.63
8.884,0.0451,0.026,0,0,118.9
8.986,0.0451,0.026,0,0,146.45
9.086,0.0451,0.026,0,0,99.96
9.181,0.0451,0.026,0,0,116.82
9.286,0.0451,0.026,0,0,161.44
9.382,0.0451,0.026,0,0,115.06
9.486,0.0451,0.026,0,0,114.62
9.583,0.0451,0.026,0,0,154.57
9.685,0.0451,0.026,0,0,117.93
9.793,0.0451,0.026,0,0,129.52
9.883,0.0451,0.026,0,0,165.96
9.983,0.0451,0.026,0,0,140.05
10.093,0.0451,0.026,0,0,145.73
10.182,0.0451,0.026,0,0,180.9
10.282,0.0451,0.026,0,0,150.11
10.397,0.0451,0.026,0,0,138.35
10.481,0.0451,0.026,0,0,155.26
10.584,0.0451,0.026,0,0,135.58
10.7,0.0451,0.026,0,0,112.2
10.783,0.0451,0.026,0,0,169.85
10.88,0.0451,0.026,0,0,133.33
10.98,0.0451,0.026,0,0,159.92
11.086,0.0451,0.026,0,0,132.72
11.18,0.0451,0.026,0,0,126.86
11.286,0.0451,0.026,0,0,160.99
11.38,0.0451,0.026,0,0,126.8
11.486,0.0451,0.026,0,0,133.03
11.582,0.0451,0.026,0,0,166.09
