timestamp,time_elapsed,position_x,position_y,velocity_x,velocity_y,velocity_magnitude,distance_to_boundary,timestamp_camera,fsr_analog,fsr_digital,fsr_force_N,timestamp_fsr,error_x_L,error_y_L,error_x_R,error_y_R,timestamp_geomagic,geomagic_velocity_x_L,geomagic_velocity_y_L,geomagic_velocity_x_R,geomagic_velocity_y_R,timestamp_velocity
1768564335.019476,0.034108,14.192725,-14.169501,0.000000,0.000000,0.000000,0.122650,1768564335.019476,928,0,0.000000,1768564335.019476,,,7.192062,7.348350,1768564334.997289,,,0.000000,0.000000,1768564334.985369
1768564335.058122,0.072753,14.192725,-14.169501,0.000000,0.000000,0.000000,0.122650,1768564335.058122,943,0,0.000000,1768564335.055595,,,7.192062,7.348350,1768564334.997289,,,0.000000,0.000000,1768564334.985369
1768564335.099245,0.113876,14.192725,-14.169501,0.000000,0.000000,0.000000,0.122650,1768564335.099245,930,0,0.000000,1768564335.096250,,,7.170986,7.358822,1768564335.073174,,,-0.247095,0.122774,1768564335.070662
1768564335.141744,0.156375,14.192725,-14.169501,0.000000,0.000000,0.000000,0.122650,1768564335.141744,931,0,0.000000,1768564335.138744,,,7.170986,7.358822,1768564335.073174,,,-0.247095,0.122774,1768564335.070662
1768564335.181238,0.195869,14.192725,-14.169501,0.000000,0.000000,0.000000,0.122650,1768564335.181238,919,0,0.097606,1768564335.178716,,,7.181510,7.358822,1768564335.175372,,,0.101479,0.000000,1768564335.174367
1768564335.215383,0.230014,14.192725,-14.169501,0.000000,0.000000,0.000000,0.122650,1768564335.215383,910,0,0.197926,1768564335.210864,,,7.181510,7.358822,1768564335.175372,,,0.101479,0.000000,1768564335.174367
1768564335.250113,0.264745,14.192725,-14.169501,0.000000,0.000000,0.000000,0.122650,1768564335.250113,921,0,0.075445,1768564335.248977,,,7.181510,7.358822,1768564335.175372,,,0.101479,0.000000,1768564335.174367
1768564335.288635,0.303266,14.192725,-14.169501,0.000000,0.000000,0.000000,0.122650,1768564335.288635,889,0,0.435921,1768564335.285613,,,7.181510,7.358822,1768564335.175372,,,0.101479,0.000000,1768564335.174367
1768564335.323529,0.338161,14.192725,-14.169501,0.000000,0.000000,0.000000,0.122650,1768564335.323529,906,0,0.242832,1768564335.323529,,,7.160804,7.379668,1768564335.293144,,,-0.200204,0.302227,1768564335.278005
1768564335.350715,0.365346,14.192725,-14.169501,0.000000,0.000000,0.000000,0.122650,1768564335.350715,850,0,0.893216,1768564335.347707,,,7.160804,7.379668,1768564335.293144,,,-0.200204,0.302227,1768564335.278005
1768564335.387775,0.402406,14.192725,-14.169501,0.000000,0.000000,0.000000,0.122650,1768564335.387775,836,0,1.062509,1768564335.387775,,,7.130016,7.664481,1768564335.385181,,,-0.320582,3.288953,1768564335.374114
1768564335.431839,0.446470,14.192725,-14.169501,0.000000,0.000000,0.000000,0.122650,1768564335.431839,826,0,1.185177,1768564335.428842,,,7.130016,7.664481,1768564335.385181,,,-0.320582,3.288953,1768564335.374114
1768564335.476359,0.490990,14.192725,-14.169501,0.000000,0.000000,0.000000,0.122650,1768564335.476359,800,0,1.511201,1768564335.473854,,,7.130016,7.664481,1768564335.385181,,,-0.320582,3.288953,1768564335.374114
1768564335.504048,0.518679,14.192725,-14.169501,0.000000,0.000000,0.000000,0.122650,1768564335.504048,756,0,2.087858,1768564335.503047,,,7.130319,7.912849,1768564335.477365,,,0.002730,4.825229,1768564335.476359
1768564335.535718,0.550350,14.192725,-14.169501,0.000000,0.000000,0.000000,0.122650,1768564335.535718,740,0,2.305911,1768564335.534206,,,7.130319,7.912849,1768564335.477365,,,0.002730,4.825229,1768564335.476359
1768564335.568380,0.583012,14.192725,-14.169501,0.000000,0.000000,0.000000,0.122650,1768564335.568380,730,0,2.444602,1768564335.568380,,,7.130319,7.912849,1768564335.477365,,,0.002730,4.825229,1768564335.476359
1768564335.598433,0.613065,14.192725,-14.169501,0.000000,0.000000,0.000000,0.122650,1768564335.598433,692,0,2.989539,1768564335.597426,,,7.130603,8.014586,1768564335.578622,,,0.002851,5.072262,1768564335.577630
1768564335.625588,0.640219,14.190863,-14.097392,-0.068589,2.655498,2.656384,0.203440,1768564335.625588,693,0,2.974819,1768564335.625588,,,7.130603,8.014586,1768564335.578622,,,0.002851,5.072262,1768564335.577630
1768564335.659634,0.674266,14.190863,-14.097392,-0.048013,1.858849,1.859469,0.203440,1768564335.659634,713,0,2.684796,1768564335.658130,,,7.130603,8.014586,1768564335.578622,,,0.002851,5.072262,1768564335.577630
