timestamp,time_elapsed,position_x,position_y,velocity_x,velocity_y,velocity_magnitude,distance_to_boundary,timestamp_camera,fsr_analog,fsr_digital,timestamp_fsr,error_x_L,error_y_L,error_x_R,error_y_R,timestamp_geomagic,geomagic_velocity_x_L,geomagic_velocity_y_L,geomagic_velocity_x_R,geomagic_velocity_y_R,timestamp_velocity
1765808193.248439,0.001009,8.133918,-8.528193,229398.180546,12.027631,229398.180861,1.311979,1765808193.248439,754,0,1765808192.988063,,,,,,,,,,
1765808193.278363,0.030933,8.133918,-8.528193,160578.726382,8.419341,160578.726603,1.311979,1765808193.278363,754,0,1765808192.988063,-3.176315,-3.176418,,,1765808193.249443,0.000000,0.000000,,,1765808193.248439
1765808193.307921,0.060490,8.133918,-8.528193,112405.108467,5.893539,112405.108622,1.311979,1765808193.307921,754,0,1765808192.988063,-3.176315,-3.176418,,,1765808193.249443,0.000000,0.000000,,,1765808193.248439
1765808193.363854,0.116423,8.133918,-8.528193,78683.575927,4.125477,78683.576035,1.311979,1765808193.363854,754,0,1765808192.988063,-3.176315,-3.176420,,,1765808193.358850,0.000000,0.000000,,,1765808193.358347
1765808193.387278,0.139847,8.133918,-8.528193,55078.503149,2.887834,55078.503225,1.311979,1765808193.387278,754,0,1765808192.988063,-3.176315,-3.176420,,,1765808193.358850,0.000000,0.000000,,,1765808193.358347
1765808193.418529,0.171098,8.133918,-8.528193,38554.952204,2.021484,38554.952257,1.311979,1765808193.418529,754,0,1765808192.988063,-3.176315,-3.176420,,,1765808193.358850,0.000000,0.000000,,,1765808193.358347
1765808193.448257,0.200826,8.133918,-8.528193,26988.466543,1.415039,26988.466580,1.311979,1765808193.448257,754,0,1765808192.988063,-3.176315,-3.176420,,,1765808193.358850,0.000000,0.000000,,,1765808193.358347
1765808193.493211,0.245780,8.133918,-8.528193,18891.926580,0.990527,18891.926606,1.311979,1765808193.493211,820,0,1765808193.488193,-3.176319,-3.176420,,,1765808193.469594,0.000000,0.000000,,,1765808193.469594
1765808193.525883,0.278452,8.133918,-8.528193,13224.348606,0.693369,13224.348624,1.311979,1765808193.525883,820,0,1765808193.488193,-3.176319,-3.176420,,,1765808193.469594,0.000000,0.000000,,,1765808193.469594
1765808193.555861,0.308430,8.133918,-8.528193,9257.044024,0.485358,9257.044037,1.311979,1765808193.555861,820,0,1765808193.488193,-3.176319,-3.176420,,,1765808193.469594,0.000000,0.000000,,,1765808193.469594
1765808193.588435,0.341004,8.133918,-8.528193,6479.930817,0.339751,6479.930826,1.311979,1765808193.588435,820,0,1765808193.488193,-3.176319,-3.176420,,,1765808193.469594,0.000000,0.000000,,,1765808193.469594
1765808193.621584,0.374154,8.133918,-8.528193,4535.951572,0.237826,4535.951578,1.311979,1765808193.621584,820,0,1765808193.488193,-3.176315,-3.176418,,,1765808193.593515,0.000000,0.000000,,,1765808193.570084
1765808193.648221,0.400791,8.133918,-8.528193,3175.166100,0.166478,3175.166105,1.311979,1765808193.648221,820,0,1765808193.488193,-3.176315,-3.176418,,,1765808193.593515,0.000000,0.000000,,,1765808193.570084
1765808193.678862,0.431432,8.133918,-8.528193,2222.616270,0.116535,2222.616273,1.311979,1765808193.678862,820,0,1765808193.488193,-3.176315,-3.176418,,,1765808193.593515,0.000000,0.000000,,,1765808193.570084
1765808193.709158,0.461727,8.133918,-8.528193,1555.831389,0.081574,1555.831391,1.311979,1765808193.709158,820,0,1765808193.488193,-3.176315,-3.176418,,,1765808193.699548,0.000000,0.000000,,,1765808193.677345
1765808193.749101,0.501671,8.133918,-8.528193,1089.081972,0.057102,1089.081974,1.311979,1765808193.749101,820,0,1765808193.488193,-3.176315,-3.176418,,,1765808193.699548,0.000000,0.000000,,,1765808193.677345
1765808193.787140,0.539709,8.133918,-8.528193,762.357381,0.039971,762.357382,1.311979,1765808193.787140,820,0,1765808193.488193,-3.176315,-3.176418,,,1765808193.771660,0.000000,0.000000,,,1765808193.677345
1765808193.817126,0.569695,8.133918,-8.528193,533.650166,0.027980,533.650167,1.311979,1765808193.817126,820,0,1765808193.488193,-3.176315,-3.176418,,,1765808193.771660,0.000000,0.000000,,,1765808193.770656
1765808193.850669,0.603239,8.133918,-8.528193,373.555117,0.019586,373.555117,1.311979,1765808193.850669,820,0,1765808193.488193,-3.176315,-3.176418,,,1765808193.771660,0.000000,0.000000,,,1765808193.770656
1765808193.879724,0.632293,8.133918,-8.528193,261.488582,0.013710,261.488582,1.311979,1765808193.879724,820,0,1765808193.488193,-3.176315,-3.176418,,,1765808193.771660,0.000000,0.000000,,,1765808193.770656
1765808194.025790,0.778360,8.133918,-8.528193,183.042007,0.009597,183.042007,1.311979,1765808194.025790,593,0,1765808193.987540,-3.176313,-3.176420,,,1765808193.976061,0.000000,0.000000,,,1765808193.975061
1765808194.055233,0.807802,8.133918,-8.528193,128.129405,0.006718,128.129405,1.311979,1765808194.055233,593,0,1765808193.987540,-3.176313,-3.176420,,,1765808193.976061,0.000000,0.000000,,,1765808193.975061
1765808194.083220,0.835789,8.133918,-8.528193,89.690583,0.004703,89.690584,1.311979,1765808194.083220,593,0,1765808193.987540,-3.176313,-3.176420,,,1765808193.976061,0.000000,0.000000,,,1765808193.975061
1765808194.114007,0.866577,8.133918,-8.528193,62.783408,0.003292,62.783409,1.311979,1765808194.114007,593,0,1765808193.987540,-3.176315,-3.176416,,,1765808194.087271,0.000000,0.000000,,,1765808194.075640
1765808194.148952,0.901521,8.133918,-8.528193,43.948386,0.002304,43.948386,1.311979,1765808194.148952,593,0,1765808193.987540,-3.176315,-3.176416,,,1765808194.087271,0.000000,0.000000,,,1765808194.075640
1765808194.174942,0.927511,8.133918,-8.528193,30.763870,0.001613,30.763870,1.311979,1765808194.174942,593,0,1765808193.987540,-3.176315,-3.176416,,,1765808194.087271,0.000000,0.000000,,,1765808194.075640
1765808194.205031,0.957600,8.133918,-8.528193,21.534709,0.001129,21.534709,1.311979,1765808194.205031,593,0,1765808193.987540,-3.176313,-3.176418,,,1765808194.195801,0.000000,0.000000,,,1765808194.176939
1765808194.236022,0.988592,8.133918,-8.528193,15.074296,0.000790,15.074296,1.311979,1765808194.236022,593,0,1765808193.987540,-3.176313,-3.176418,,,1765808194.195801,0.000000,0.000000,,,1765808194.176939
1765808194.275773,1.028342,8.133918,-8.528193,10.552007,0.000553,10.552007,1.311979,1765808194.275773,593,0,1765808193.987540,-3.176313,-3.176418,,,1765808194.195801,0.000000,0.000000,,,1765808194.176939
1765808194.298594,1.051164,8.133918,-8.528193,7.386405,0.000387,7.386405,1.311979,1765808194.298594,593,0,1765808193.987540,-3.176313,-3.176418,,,1765808194.195801,0.000000,0.000000,,,1765808194.176939
1765808194.330108,1.082677,8.133918,-8.528193,5.170484,0.000271,5.170484,1.311979,1765808194.330108,593,0,1765808193.987540,-3.176313,-3.176418,,,1765808194.305103,0.000000,0.000000,,,1765808194.279804
1765808194.360801,1.113370,8.133918,-8.528193,3.619339,0.000190,3.619339,1.311979,1765808194.360801,593,0,1765808193.987540,-3.176313,-3.176418,,,1765808194.305103,0.000000,0.000000,,,1765808194.279804
1765808194.405194,1.157763,8.133918,-8.528193,2.533537,0.000133,2.533537,1.311979,1765808194.405194,593,0,1765808193.987540,-3.176313,-3.176418,,,1765808194.398131,0.000000,0.000000,,,1765808194.381462
1765808194.440304,1.192873,8.133918,-8.528193,1.773476,0.000093,1.773476,1.311979,1765808194.440304,593,0,1765808193.987540,-3.176313,-3.176418,,,1765808194.398131,0.000000,0.000000,,,1765808194.381462
1765808194.471663,1.224232,8.133918,-8.528193,1.241433,0.000065,1.241433,1.311979,1765808194.471663,593,0,1765808193.987540,-3.176313,-3.176418,,,1765808194.398131,0.000000,0.000000,,,1765808194.381462
1765808194.501834,1.254403,8.133918,-8.528193,0.869003,0.000046,0.869003,1.311979,1765808194.501834,617,0,1765808194.491761,-3.176311,-3.176416,,,1765808194.483679,0.000000,0.000000,,,1765808194.482678
1765808194.532804,1.285374,8.133918,-8.528193,0.608302,0.000032,0.608302,1.311979,1765808194.532804,617,0,1765808194.491761,-3.176311,-3.176416,,,1765808194.483679,0.000000,0.000000,,,1765808194.482678
1765808194.659573,1.412143,8.133918,-8.528193,0.425812,0.000022,0.425812,1.311979,1765808194.659573,617,0,1765808194.491761,-3.176315,-3.176416,,,1765808194.601995,0.000000,0.000000,,,1765808194.584339
1765808194.687338,1.439908,8.133918,-8.528193,0.298068,0.000016,0.298068,1.311979,1765808194.687338,617,0,1765808194.491761,-3.176313,-3.176418,,,1765808194.686337,0.000000,0.000000,,,1765808194.584339
1765808194.718641,1.471210,8.133918,-8.528193,0.208648,0.000011,0.208648,1.311979,1765808194.718641,617,0,1765808194.491761,-3.176313,-3.176418,,,1765808194.686337,0.000000,0.000000,,,1765808194.685336
1765808194.789364,1.541934,8.133918,-8.528193,0.146053,0.000008,0.146053,1.311979,1765808194.789364,617,0,1765808194.491761,-3.176315,-3.176416,,,1765808194.788365,0.000000,0.000000,,,1765808194.787361
1765808194.811899,1.564468,8.133918,-8.528193,0.102237,0.000005,0.102237,1.311979,1765808194.811899,617,0,1765808194.491761,-3.176315,-3.176416,,,1765808194.788365,0.000000,0.000000,,,1765808194.787361
1765808194.843303,1.595872,8.133918,-8.528193,0.071566,0.000004,0.071566,1.311979,1765808194.843303,617,0,1765808194.491761,-3.176315,-3.176416,,,1765808194.788365,0.000000,0.000000,,,1765808194.787361
1765808194.873543,1.626112,8.133918,-8.528193,0.050096,0.000003,0.050096,1.311979,1765808194.873543,617,0,1765808194.491761,-3.176315,-3.176416,,,1765808194.788365,0.000000,0.000000,,,1765808194.787361
1765808194.916951,1.669520,8.133918,-8.528193,0.035067,0.000002,0.035067,1.311979,1765808194.916951,617,0,1765808194.491761,-3.176315,-3.176416,,,1765808194.909881,0.000000,0.000000,,,1765808194.787361
1765808194.948706,1.701275,8.133918,-8.528193,0.024547,0.000001,0.024547,1.311979,1765808194.948706,617,0,1765808194.491761,-3.176315,-3.176416,,,1765808194.909881,0.000000,0.000000,,,1765808194.897151
1765808194.982774,1.735343,8.133918,-8.528193,0.017183,0.000001,0.017183,1.311979,1765808194.982774,617,0,1765808194.491761,-3.176315,-3.176416,,,1765808194.909881,0.000000,0.000000,,,1765808194.897151
1765808195.011832,1.764401,8.133918,-8.528193,0.012028,0.000001,0.012028,1.311979,1765808195.011832,627,0,1765808194.991591,-3.176313,-3.176416,,,1765808195.002187,0.000000,0.000000,,,1765808194.988592
1765808195.059470,1.812039,8.133918,-8.528193,0.008420,0.000000,0.008420,1.311979,1765808195.059470,627,0,1765808194.991591,-3.176313,-3.176416,,,1765808195.002187,0.000000,0.000000,,,1765808194.988592
1765808195.087226,1.839795,8.133918,-8.528193,0.005894,0.000000,0.005894,1.311979,1765808195.087226,627,0,1765808194.991591,-3.176313,-3.176416,,,1765808195.002187,0.000000,0.000000,,,1765808194.988592
