timestamp,time_elapsed,position_x,position_y,velocity_x,velocity_y,velocity_magnitude,distance_to_boundary,timestamp_camera,fsr_analog,fsr_digital,timestamp_fsr,error_x_L,error_y_L,error_x_R,error_y_R,timestamp_geomagic,geomagic_velocity_x_L,geomagic_velocity_y_L,geomagic_velocity_x_R,geomagic_velocity_y_R,timestamp_velocity
1765808704.393951,3.765541,8.141138,-8.667620,0.000000,0.000000,0.000000,1.444424,1765808704.393951,732,0,1765808704.110857,-3.176313,-3.176412,,,1765808704.377113,0.000000,0.000000,,,1765808704.375583
1765808704.434660,3.806251,8.141138,-8.667620,0.000000,0.000000,0.000000,1.444424,1765808704.434660,732,0,1765808704.110857,-3.176313,-3.176412,,,1765808704.377113,0.000000,0.000000,,,1765808704.375583
1765808704.478693,3.850283,8.141138,-8.667620,0.000000,0.000000,0.000000,1.444424,1765808704.478693,732,0,1765808704.110857,-3.176313,-3.176412,,,1765808704.377113,0.000000,0.000000,,,1765808704.375583
1765808704.518911,3.890501,8.141138,-8.667620,0.000000,0.000000,0.000000,1.444424,1765808704.518911,732,0,1765808704.110857,-3.176313,-3.176412,,,1765808704.481700,0.000000,0.000000,,,1765808704.480697
1765808704.559554,3.931145,8.141138,-8.667620,0.000000,0.000000,0.000000,1.444424,1765808704.559554,732,0,1765808704.110857,-3.176313,-3.176412,,,1765808704.481700,0.000000,0.000000,,,1765808704.480697
1765808704.650720,4.022310,8.141138,-8.667620,0.000000,0.000000,0.000000,1.444424,1765808704.650720,718,0,1765808704.610602,-3.176311,-3.176412,,,1765808704.607598,0.000000,0.000000,,,1765808704.582844
1765808704.679107,4.050698,8.141138,-8.667620,0.000000,0.000000,0.000000,1.444424,1765808704.679107,718,0,1765808704.610602,-3.176311,-3.176412,,,1765808704.607598,0.000000,0.000000,,,1765808704.582844
1765808704.710335,4.081925,8.141138,-8.667620,0.000000,0.000000,0.000000,1.444424,1765808704.710335,718,0,1765808704.610602,-3.176315,-3.176412,,,1765808704.700321,0.000000,0.000000,,,1765808704.582844
1765808704.740593,4.112184,8.141138,-8.667620,0.000000,0.000000,0.000000,1.444424,1765808704.740593,718,0,1765808704.610602,-3.176315,-3.176412,,,1765808704.700321,0.000000,0.000000,,,1765808704.683106
1765808704.780216,4.151807,8.141138,-8.667620,0.000000,0.000000,0.000000,1.444424,1765808704.780216,718,0,1765808704.610602,-3.176315,-3.176412,,,1765808704.700321,0.000000,0.000000,,,1765808704.683106
1765808704.818340,4.189931,8.141138,-8.667620,0.000000,0.000000,0.000000,1.444424,1765808704.818340,718,0,1765808704.610602,-3.176313,-3.176414,,,1765808704.793255,0.000000,0.000000,,,1765808704.780216
1765808704.849153,4.220744,8.141138,-8.667620,0.000000,0.000000,0.000000,1.444424,1765808704.849153,718,0,1765808704.610602,-3.176313,-3.176414,,,1765808704.793255,0.000000,0.000000,,,1765808704.780216
1765808704.881217,4.252808,8.141138,-8.667620,0.000000,0.000000,0.000000,1.444424,1765808704.881217,718,0,1765808704.610602,-3.176313,-3.176414,,,1765808704.793255,0.000000,0.000000,,,1765808704.780216
1765808704.913099,4.284689,8.141138,-8.667620,0.000000,0.000000,0.000000,1.444424,1765808704.913099,718,0,1765808704.610602,-3.176313,-3.176412,,,1765808704.883724,0.000000,0.000000,,,1765808704.882218
1765808705.035945,4.407536,8.141138,-8.667620,0.000000,0.000000,0.000000,1.444424,1765808705.035945,718,0,1765808704.610602,-3.176313,-3.176414,,,1765808704.984271,0.000000,0.000000,,,1765808704.983067
1765808705.067371,4.438962,8.141138,-8.667620,0.000000,0.000000,0.000000,1.444424,1765808705.067371,718,0,1765808704.610602,-3.176313,-3.176414,,,1765808704.984271,0.000000,0.000000,,,1765808704.983067
1765808705.097302,4.468892,8.141138,-8.667620,0.000000,0.000000,0.000000,1.444424,1765808705.097302,718,0,1765808704.610602,-3.176313,-3.176412,,,1765808705.086540,0.000000,0.000000,,,1765808704.983067
1765808705.129143,4.500733,8.141138,-8.667620,0.000000,0.000000,0.000000,1.444424,1765808705.129143,718,0,1765808705.110785,-3.176313,-3.176412,,,1765808705.086540,0.000000,0.000000,,,1765808705.085479
1765808705.163886,4.535476,8.141138,-8.667620,0.000000,0.000000,0.000000,1.444424,1765808705.163886,718,0,1765808705.110785,-3.176313,-3.176412,,,1765808705.086540,0.000000,0.000000,,,1765808705.085479
1765808705.191502,4.563093,8.141138,-8.667620,0.000000,0.000000,0.000000,1.444424,1765808705.191502,718,0,1765808705.110785,-3.176313,-3.176412,,,1765808705.086540,0.000000,0.000000,,,1765808705.085479
1765808705.222802,4.594393,8.141138,-8.667620,0.000000,0.000000,0.000000,1.444424,1765808705.222802,718,0,1765808705.110785,-3.176311,-3.176414,,,1765808705.196014,0.000000,0.000000,,,1765808705.196014
1765808705.309783,4.681373,8.141138,-8.667620,0.000000,0.000000,0.000000,1.444424,1765808705.309783,718,0,1765808705.110785,-3.176311,-3.176412,,,1765808705.304936,0.000000,0.000000,,,1765808705.288251
1765808705.344688,4.716279,8.141138,-8.667620,0.000000,0.000000,0.000000,1.444424,1765808705.344688,718,0,1765808705.110785,-3.176311,-3.176412,,,1765808705.304936,0.000000,0.000000,,,1765808705.288251
1765808705.375308,4.746898,8.141138,-8.667620,0.000000,0.000000,0.000000,1.444424,1765808705.375308,718,0,1765808705.110785,-3.176311,-3.176412,,,1765808705.304936,0.000000,0.000000,,,1765808705.288251
1765808705.405991,4.777582,8.141138,-8.667620,0.000000,0.000000,0.000000,1.444424,1765808705.405991,718,0,1765808705.110785,-3.176311,-3.176412,,,1765808705.304936,0.000000,0.000000,,,1765808705.288251
1765808705.439788,4.811378,8.141138,-8.667620,0.000000,0.000000,0.000000,1.444424,1765808705.439788,718,0,1765808705.110785,-3.176313,-3.176414,,,1765808705.411502,0.000000,0.000000,,,1765808705.390933
1765808705.469765,4.841356,8.141138,-8.667620,0.000000,0.000000,0.000000,1.444424,1765808705.469765,718,0,1765808705.110785,-3.176313,-3.176414,,,1765808705.411502,0.000000,0.000000,,,1765808705.390933
1765808705.566068,4.937659,8.141138,-8.667620,0.000000,0.000000,0.000000,1.444424,1765808705.566068,718,0,1765808705.110785,-3.176313,-3.176412,,,1765808705.493299,0.000000,0.000000,,,1765808705.492300
1765808705.595063,4.966654,8.141138,-8.667620,0.000000,0.000000,0.000000,1.444424,1765808705.595063,718,0,1765808705.110785,-3.176313,-3.176412,,,1765808705.493299,0.000000,0.000000,,,1765808705.492300
1765808705.624751,4.996341,8.141138,-8.667620,0.000000,0.000000,0.000000,1.444424,1765808705.624751,733,0,1765808705.613703,-3.176313,-3.176414,,,1765808705.615703,0.000000,0.000000,,,1765808705.599091
1765808705.693773,5.065363,8.141138,-8.667620,0.000000,0.000000,0.000000,1.444424,1765808705.693773,733,0,1765808705.613703,-3.176313,-3.176414,,,1765808705.615703,0.000000,0.000000,,,1765808705.599091
1765808705.722467,5.094057,8.141138,-8.667620,0.000000,0.000000,0.000000,1.444424,1765808705.722467,733,0,1765808705.613703,-3.176313,-3.176414,,,1765808705.699308,0.000000,0.000000,,,1765808705.697283
1765808705.750950,5.122540,8.141138,-8.667620,0.000000,0.000000,0.000000,1.444424,1765808705.750950,733,0,1765808705.613703,-3.176313,-3.176414,,,1765808705.699308,0.000000,0.000000,,,1765808705.697283
1765808705.783968,5.155559,8.141138,-8.667620,0.000000,0.000000,0.000000,1.444424,1765808705.783968,733,0,1765808705.613703,-3.176313,-3.176414,,,1765808705.699308,0.000000,0.000000,,,1765808705.697283
1765808705.820415,5.192006,8.141138,-8.667620,0.000000,0.000000,0.000000,1.444424,1765808705.820415,733,0,1765808705.613703,-3.176313,-3.176414,,,1765808705.699308,0.000000,0.000000,,,1765808705.697283
1765808705.844912,5.216502,8.141138,-8.667620,0.000000,0.000000,0.000000,1.444424,1765808705.844912,733,0,1765808705.613703,-3.176313,-3.176414,,,1765808705.820415,0.000000,0.000000,,,1765808705.795423
1765808705.875870,5.247461,8.141138,-8.667620,0.000000,0.000000,0.000000,1.444424,1765808705.875870,733,0,1765808705.613703,-3.176313,-3.176414,,,1765808705.820415,0.000000,0.000000,,,1765808705.795423
1765808705.905787,5.277378,8.141138,-8.667620,0.000000,0.000000,0.000000,1.444424,1765808705.905787,733,0,1765808705.613703,-3.176313,-3.176414,,,1765808705.820415,0.000000,0.000000,,,1765808705.795423
1765808705.950400,5.321991,8.141138,-8.667620,0.000000,0.000000,0.000000,1.444424,1765808705.950400,733,0,1765808705.613703,-3.176313,-3.176412,,,1765808705.926454,0.000000,0.000000,,,1765808705.902682
1765808705.982635,5.354226,8.141138,-8.667620,0.000000,0.000000,0.000000,1.444424,1765808705.982635,733,0,1765808705.613703,-3.176313,-3.176412,,,1765808705.926454,0.000000,0.000000,,,1765808705.902682
1765808706.014112,5.385703,8.141138,-8.667620,0.000000,0.000000,0.000000,1.444424,1765808706.014112,733,0,1765808705.613703,-3.176313,-3.176412,,,1765808705.926454,0.000000,0.000000,,,1765808705.902682
1765808706.045465,5.417056,8.141138,-8.667620,0.000000,0.000000,0.000000,1.444424,1765808706.045465,733,0,1765808705.613703,-3.176313,-3.176414,,,1765808706.019422,0.000000,0.000000,,,1765808705.999121
1765808706.076490,5.448081,8.141138,-8.667620,0.000000,0.000000,0.000000,1.444424,1765808706.076490,733,0,1765808705.613703,-3.176313,-3.176414,,,1765808706.019422,0.000000,0.000000,,,1765808705.999121
1765808706.107137,5.478728,8.141138,-8.667620,0.000000,0.000000,0.000000,1.444424,1765808706.107137,733,0,1765808705.613703,-3.176313,-3.176414,,,1765808706.019422,0.000000,0.000000,,,1765808705.999121
1765808706.137489,5.509079,8.141138,-8.667620,0.000000,0.000000,0.000000,1.444424,1765808706.137489,676,0,1765808706.114318,-3.176315,-3.176412,,,1765808706.127265,0.000000,0.000000,,,1765808705.999121
1765808706.169086,5.540677,8.141138,-8.667620,0.000000,0.000000,0.000000,1.444424,1765808706.169086,676,0,1765808706.114318,-3.176315,-3.176412,,,1765808706.127265,0.000000,0.000000,,,1765808706.114318
1765808706.221580,5.593170,8.141138,-8.667620,0.000000,0.000000,0.000000,1.444424,1765808706.221580,676,0,1765808706.114318,-3.176313,-3.176414,,,1765808706.219936,0.000000,0.000000,,,1765808706.114318
1765808706.261151,5.632742,8.141138,-8.667620,0.000000,0.000000,0.000000,1.444424,1765808706.261151,676,0,1765808706.114318,-3.176313,-3.176414,,,1765808706.219936,0.000000,0.000000,,,1765808706.200390
