timestamp,time_elapsed,position_x,position_y,velocity_x,velocity_y,velocity_magnitude,distance_to_boundary,timestamp_camera,fsr_analog,fsr_digital,fsr_force_N,timestamp_fsr,error_x_L,error_y_L,error_x_R,error_y_R,timestamp_geomagic,geomagic_velocity_x_L,geomagic_velocity_y_L,geomagic_velocity_x_R,geomagic_velocity_y_R,timestamp_velocity
1768564192.321385,0.010537,14.230307,-14.240403,0.000000,0.000000,0.000000,0.106492,1768564192.321385,861,0,0.762145,1768564192.321385,,,7.412406,7.442035,1768564192.309846,,,0.000000,0.000000,1768564192.309335
1768564192.352634,0.041786,14.230307,-14.240403,0.000000,0.000000,0.000000,0.106492,1768564192.352634,912,0,0.175547,1768564192.349627,,,7.412406,7.442035,1768564192.309846,,,0.000000,0.000000,1768564192.309335
1768564192.381696,0.070848,14.230307,-14.240403,0.000000,0.000000,0.000000,0.106492,1768564192.381696,959,0,0.000000,1768564192.381696,,,7.412406,7.442035,1768564192.309846,,,0.000000,0.000000,1768564192.309335
1768564192.414654,0.103806,14.230307,-14.240403,0.000000,0.000000,0.000000,0.106492,1768564192.414654,913,0,0.164376,1768564192.414654,,,7.412406,7.442035,1768564192.309846,,,0.000000,0.000000,1768564192.309335
1768564192.448209,0.137361,14.230307,-14.240403,0.000000,0.000000,0.000000,0.106492,1768564192.448209,927,0,0.009253,1768564192.448209,,,7.432540,7.433195,1768564192.436174,,,0.000000,0.000000,1768564192.309335
1768564192.478199,0.167351,14.230307,-14.240403,0.000000,0.000000,0.000000,0.106492,1768564192.478199,938,0,0.000000,1768564192.476208,,,7.432540,7.433195,1768564192.436174,,,0.196266,-0.086477,1768564192.412146
1768564192.511497,0.200649,14.230307,-14.240403,0.000000,0.000000,0.000000,0.106492,1768564192.511497,909,0,0.209134,1768564192.509506,,,7.432540,7.433195,1768564192.436174,,,0.196266,-0.086477,1768564192.412146
1768564192.541374,0.230526,14.230307,-14.240403,0.000000,0.000000,0.000000,0.106492,1768564192.541374,905,0,0.254090,1768564192.541374,,,7.422033,7.402407,1768564192.529624,,,0.196266,-0.086477,1768564192.412146
1768564192.571836,0.260988,14.230307,-14.240403,0.000000,0.000000,0.000000,0.106492,1768564192.571836,851,0,0.881230,1768564192.570827,,,7.422033,7.402407,1768564192.529624,,,0.096603,0.000000,1768564192.511497
1768564192.646383,0.335535,14.230307,-14.240403,0.000000,0.000000,0.000000,0.106492,1768564192.646383,818,0,1.284386,1768564192.644875,,,7.402537,7.411982,1768564192.614948,,,-0.096031,0.092214,1768564192.614948
1768564192.678179,0.367331,14.230307,-14.240403,0.000000,0.000000,0.000000,0.106492,1768564192.678179,807,0,1.422394,1768564192.677171,,,7.402537,7.411982,1768564192.614948,,,-0.096031,0.092214,1768564192.614948
1768564192.710367,0.399519,14.230307,-14.240403,0.000000,0.000000,0.000000,0.106492,1768564192.710367,834,0,1.086925,1768564192.710367,,,7.402537,7.411982,1768564192.614948,,,-0.096031,0.092214,1768564192.614948
1768564192.742007,0.431159,14.230307,-14.240403,0.000000,0.000000,0.000000,0.106492,1768564192.742007,784,0,1.717139,1768564192.738993,,,7.344616,7.628783,1768564192.717505,,,-0.669893,2.231372,1768564192.716395
1768564192.773335,0.462487,14.230307,-14.240403,0.000000,0.000000,0.000000,0.106492,1768564192.773335,736,0,2.361162,1768564192.771826,,,7.344616,7.628783,1768564192.717505,,,-0.669893,2.231372,1768564192.716395
1768564192.800538,0.489690,14.230307,-14.240403,0.000000,0.000000,0.000000,0.106492,1768564192.800538,722,0,2.556930,1768564192.800538,,,7.344616,7.628783,1768564192.717505,,,-0.669893,2.231372,1768564192.716395
1768564192.836466,0.525618,14.228444,-14.168296,-0.051840,2.006994,2.007664,0.148603,1768564192.836466,725,0,2.514662,1768564192.836466,,,7.344616,7.628783,1768564192.717505,,,-0.669893,2.231372,1768564192.716395
1768564192.862879,0.552031,14.228444,-14.168296,-0.036288,1.404896,1.405365,0.148603,1768564192.862879,724,0,2.528732,1768564192.861871,,,6.692635,7.996660,1768564192.838474,,,-6.658121,5.238084,1768564192.817269
1768564192.896044,0.585196,14.228444,-14.168296,-0.025402,0.983427,0.983755,0.148603,1768564192.896044,715,0,2.656242,1768564192.894521,,,6.692635,7.996660,1768564192.838474,,,-6.658121,5.238084,1768564192.817269
1768564192.924944,0.614096,14.228444,-14.168296,-0.017781,0.688399,0.688629,0.148603,1768564192.924944,694,0,2.960120,1768564192.921906,,,6.077675,8.012982,1768564192.918896,,,-6.658121,5.238084,1768564192.817269
1768564192.960855,0.650007,14.228444,-14.168296,-0.012447,0.481879,0.482040,0.148603,1768564192.960855,681,0,3.152878,1768564192.959857,,,6.077675,8.012982,1768564192.918896,,,-6.143643,4.365834,1768564192.917381
1768564192.988655,0.677807,14.226582,-14.096189,-0.028812,1.115450,1.115822,0.209803,1768564192.988655,695,0,2.945443,1768564192.988655,,,6.077675,8.012982,1768564192.918896,,,-6.143643,4.365834,1768564192.917381
