timestamp,leftDistance,rightDistance,collisionFrames,collisionEvents,currentFPS
0.088,0.1149,0.1136,0,0,36.94
0.181,0.1149,0.1136,0,0,161.22
0.284,0.1149,0.1136,0,0,136.26
0.382,0.1149,0.1136,0,0,162.94
0.480,0.1149,0.1136,0,0,173.61
0.581,0.1149,0.1136,0,0,158.11
0.685,0.1149,0.1136,0,0,164.61
0.782,0.1149,0.1136,0,0,153.94
0.884,0.1149,0.1136,0,0,157.45
0.984,0.1149,0.1136,0,0,158.85
1.081,0.1149,0.1136,0,0,176.12
1.185,0.1149,0.1136,0,0,172.49
1.283,0.1149,0.1136,0,0,174.19
1.380,0.1149,0.1136,0,0,174.43
1.480,0.1149,0.1136,0,0,159.98
1.581,0.1149,0.1136,0,0,169.39
1.683,0.1149,0.1136,0,0,175.71
1.782,0.1149,0.1136,0,0,182.14
1.883,0.1149,0.1136,0,0,177.44
1.984,0.1149,0.1136,0,0,188.59
2.080,0.1149,0.1136,0,0,187.25
2.184,0.1149,0.1136,0,0,163.39
2.282,0.1149,0.1136,0,0,163.76
2.381,0.1149,0.1136,0,0,182.15
2.484,0.1149,0.1136,0,0,183.79
2.584,0.1149,0.1136,0,0,159.83
2.682,0.1149,0.1136,0,0,164.05
2.783,0.1149,0.1136,0,0,178.50
2.883,0.1149,0.1136,0,0,179.43
2.981,0.1149,0.1136,0,0,182.98
3.084,0.1149,0.1136,0,0,175.95
3.183,0.1149,0.1136,0,0,170.88
3.281,0.1149,0.1136,0,0,174.73
3.383,0.1149,0.1136,0,0,145.91
3.481,0.1149,0.1136,0,0,153.64
3.582,0.1149,0.1136,0,0,148.10
3.683,0.1149,0.1136,0,0,139.63
3.783,0.1149,0.1136,0,0,169.83
3.885,0.1149,0.1136,0,0,176.49
3.983,0.1149,0.1136,0,0,182.60
4.080,0.1149,0.1136,0,0,165.18
4.184,0.1149,0.1136,0,0,172.92
4.284,0.1149,0.1136,0,0,159.73
4.385,0.1149,0.1136,0,0,158.84
4.484,0.1149,0.1136,0,0,162.04
4.583,0.1149,0.1136,0,0,181.18
4.684,0.1149,0.1136,0,0,178.42
4.781,0.1149,0.1136,0,0,175.88
4.881,0.1149,0.1136,0,0,168.88
4.982,0.1149,0.1136,0,0,169.20
5.082,0.1149,0.1136,0,0,160.03
5.185,0.1149,0.1136,0,0,175.03
5.280,0.1149,0.1136,0,0,167.23
5.384,0.1149,0.1136,0,0,173.26
5.482,0.1149,0.1136,0,0,173.24
5.584,0.1149,0.1136,0,0,177.38
5.685,0.1149,0.1136,0,0,178.59
5.780,0.1149,0.1136,0,0,157.08
5.885,0.1149,0.1136,0,0,152.91
5.982,0.1149,0.1136,0,0,174.24
6.083,0.1149,0.1136,0,0,159.49
6.180,0.1149,0.1136,0,0,174.34
6.285,0.1149,0.1136,0,0,161.37
6.384,0.1149,0.1136,0,0,162.05
6.484,0.1149,0.1136,0,0,169.92
6.585,0.1149,0.1136,0,0,188.81
6.681,0.1149,0.1136,0,0,177.67
6.780,0.1149,0.1136,0,0,170.38
6.882,0.1149,0.1136,0,0,176.99
6.985,0.1149,0.1136,0,0,174.26
7.085,0.1149,0.1136,0,0,171.36
7.181,0.1149,0.1136,0,0,175.50
7.284,0.1149,0.1136,0,0,175.73
7.381,0.1149,0.1136,0,0,184.93
7.483,0.1149,0.1136,0,0,176.10
7.581,0.1149,0.1136,0,0,183.84
7.682,0.1149,0.1136,0,0,179.25
7.782,0.1149,0.1136,0,0,179.61
7.882,0.1149,0.1136,0,0,180.47
7.985,0.1149,0.1136,0,0,173.92
8.081,0.1149,0.1136,0,0,176.82
8.185,0.1149,0.1136,0,0,183.54
8.283,0.1149,0.1136,0,0,182.55
8.381,0.1149,0.1136,0,0,184.74
8.484,0.1149,0.1136,0,0,173.65
8.583,0.1149,0.1136,0,0,173.15
8.682,0.1149,0.1136,0,0,170.43
8.784,0.1149,0.1136,0,0,167.18
8.886,0.1149,0.1136,0,0,157.77
8.981,0.1149,0.1136,0,0,168.13
9.082,0.1149,0.1136,0,0,177.80
9.181,0.1149,0.1136,0,0,180.79
9.284,0.1149,0.1136,0,0,185.02
9.382,0.1149,0.1136,0,0,184.02
9.482,0.1149,0.1136,0,0,179.50
9.583,0.1149,0.1136,0,0,179.56
9.680,0.1149,0.1136,0,0,174.13
9.784,0.1149,0.1136,0,0,183.40
9.884,0.1149,0.1136,0,0,180.28
9.984,0.1149,0.1136,0,0,179.87
10.085,0.1149,0.1136,0,0,177.36
10.183,0.1149,0.1136,0,0,183.49
10.282,0.1149,0.1136,0,0,181.51
10.385,0.1149,0.1136,0,0,185.08
10.483,0.1149,0.1136,0,0,173.76
10.582,0.1149,0.1136,0,0,181.13
10.680,0.1149,0.1136,0,0,184.01
10.784,0.1149,0.1136,0,0,173.09
10.882,0.1149,0.1136,0,0,184.59
10.984,0.1149,0.1136,0,0,185.75
11.083,0.1149,0.1136,0,0,181.83
11.185,0.1149,0.1136,0,0,186.69
11.282,0.1149,0.1136,0,0,174.97
11.385,0.1149,0.1136,0,0,184.02
11.485,0.1149,0.1136,0,0,181.04
11.582,0.1149,0.1136,0,0,185.23
11.683,0.1149,0.1136,0,0,186.88
11.781,0.1149,0.1136,0,0,183.62
11.885,0.1149,0.1136,0,0,183.88
11.983,0.1149,0.1136,0,0,182.76
12.083,0.1149,0.1136,0,0,180.97
12.180,0.1149,0.1136,0,0,174.07
12.284,0.1149,0.1136,0,0,183.75
12.385,0.1149,0.1136,0,0,188.49
12.480,0.1149,0.1136,0,0,177.43
12.584,0.1149,0.1136,0,0,182.84
12.683,0.1149,0.1136,0,0,182.04
12.780,0.1149,0.1136,0,0,174.79
12.885,0.1149,0.1136,0,0,182.05
12.982,0.1150,0.1136,0,0,173.96
