timestamp,leftDistance,rightDistance,collisionFrames,collisionEvents,currentFPS
0.083,0.0974,0.0774,0,0,48.56
0.182,0.0974,0.0774,0,0,172.09
0.281,0.0974,0.0774,0,0,192.29
0.384,0.0974,0.0774,0,0,184.47
0.482,0.0974,0.0774,0,0,151.90
0.581,0.0974,0.0774,0,0,172.72
0.684,0.0974,0.0774,0,0,192.97
0.781,0.0974,0.0774,0,0,176.26
0.881,0.0974,0.0774,0,0,159.96
0.985,0.0974,0.0774,0,0,153.16
1.084,0.0974,0.0774,0,0,181.55
1.181,0.0974,0.0774,0,0,187.35
1.283,0.0974,0.0774,0,0,136.69
1.384,0.0974,0.0774,0,0,148.76
1.485,0.0974,0.0774,0,0,168.19
1.586,0.0974,0.0774,0,0,168.67
1.685,0.0974,0.0774,0,0,160.30
1.783,0.0974,0.0774,0,0,174.12
1.881,0.0974,0.0774,0,0,163.67
1.984,0.0974,0.0774,0,0,155.71
2.084,0.0974,0.0774,0,0,158.72
2.181,0.0974,0.0774,0,0,175.45
2.283,0.0974,0.0774,0,0,177.81
2.382,0.0974,0.0774,0,0,181.05
2.484,0.0974,0.0774,0,0,185.52
2.584,0.0974,0.0774,0,0,180.13
2.681,0.0974,0.0774,0,0,175.27
2.785,0.0974,0.0774,0,0,183.14
2.882,0.0974,0.0774,0,0,185.12
2.983,0.0974,0.0774,0,0,178.83
3.082,0.0974,0.0774,0,0,172.50
3.181,0.0974,0.0774,0,0,160.39
3.284,0.0974,0.0774,0,0,174.89
3.385,0.0974,0.0774,0,0,178.99
3.484,0.0974,0.0774,0,0,160.76
3.583,0.0974,0.0774,0,0,162.45
3.684,0.0974,0.0774,0,0,177.80
3.781,0.0974,0.0774,0,0,175.94
3.885,0.0974,0.0774,0,0,181.54
3.983,0.0974,0.0774,0,0,173.74
4.082,0.0974,0.0774,0,0,151.41
4.185,0.0974,0.0774,0,0,165.08
4.285,0.0974,0.0774,0,0,140.12
4.386,0.0974,0.0774,0,0,158.12
4.483,0.0974,0.0774,0,0,155.88
4.584,0.0974,0.0774,0,0,167.04
4.683,0.0974,0.0774,0,0,172.21
4.783,0.0974,0.0774,0,0,169.25
4.884,0.0974,0.0774,0,0,168.42
4.981,0.0974,0.0774,0,0,166.28
5.081,0.0974,0.0774,0,0,170.16
5.183,0.0974,0.0774,0,0,166.50
5.285,0.0974,0.0774,0,0,155.75
5.382,0.0974,0.0774,0,0,176.41
5.485,0.0974,0.0774,0,0,164.52
5.708,0.0974,0.0774,0,0,67.17
5.751,0.0974,0.0774,0,0,23.48
5.782,0.0974,0.0774,0,0,129.01
5.881,0.0974,0.0774,0,0,120.96
5.981,0.0974,0.0774,0,0,150.48
6.085,0.0974,0.0774,0,0,143.93
6.180,0.0974,0.0774,0,0,157.49
6.282,0.0974,0.0774,0,0,137.96
6.383,0.0974,0.0774,0,0,147.97
6.485,0.0974,0.0774,0,0,138.03
6.582,0.0974,0.0774,0,0,122.86
6.681,0.0974,0.0774,0,0,131.38
6.781,0.0974,0.0774,0,0,120.28
6.881,0.0974,0.0774,0,0,129.43
6.984,0.0974,0.0774,0,0,126.33
7.087,0.0974,0.0774,0,0,136.65
7.183,0.0974,0.0774,0,0,135.02
7.281,0.0974,0.0774,0,0,142.37
7.380,0.0974,0.0774,0,0,141.81
7.482,0.0974,0.0774,0,0,127.29
7.585,0.0974,0.0774,0,0,145.68
7.681,0.0974,0.0774,0,0,145.49
7.781,0.0974,0.0774,0,0,140.34
7.888,0.0974,0.0774,0,0,140.88
7.985,0.0974,0.0774,0,0,144.10
8.088,0.0974,0.0774,0,0,126.10
8.182,0.0974,0.0774,0,0,95.54
8.285,0.0974,0.0774,0,0,136.70
8.385,0.0974,0.0774,0,0,149.01
8.482,0.0974,0.0774,0,0,144.35
8.582,0.0974,0.0774,0,0,151.01
8.684,0.0974,0.0774,0,0,145.80
8.784,0.0974,0.0774,0,0,150.49
8.884,0.0974,0.0774,0,0,139.49
8.986,0.0974,0.0774,0,0,137.69
