timestamp,leftDistance,rightDistance,collisionFrames,collisionEvents,currentFPS
0.086,0.1149,0.1136,0,0,37.89
0.197,0.1149,0.1136,0,0,89.98
0.292,0.1149,0.1136,0,0,63.00
0.382,0.1149,0.1136,0,0,166.51
0.482,0.1149,0.1136,0,0,210.17
0.581,0.1149,0.1136,0,0,190.95
0.682,0.1149,0.1136,0,0,199.08
0.782,0.1149,0.1136,0,0,219.41
0.881,0.1149,0.1136,0,0,202.70
0.981,0.1149,0.1136,0,0,249.56
1.083,0.1149,0.1136,0,0,255.84
1.180,0.1149,0.1136,0,0,266.90
1.282,0.1149,0.1136,0,0,245.32
1.381,0.1149,0.1136,0,0,251.54
1.483,0.1149,0.1136,0,0,227.42
1.583,0.1149,0.1136,0,0,249.48
1.680,0.1149,0.1136,0,0,235.31
1.784,0.1149,0.1136,0,0,260.02
1.881,0.1149,0.1136,0,0,237.07
1.982,0.1149,0.1136,0,0,257.76
2.080,0.1149,0.1136,0,0,245.25
2.181,0.1149,0.1136,0,0,246.64
2.285,0.1149,0.1136,0,0,242.40
2.382,0.1149,0.1136,0,0,246.60
2.481,0.1149,0.1136,0,0,232.75
2.581,0.1149,0.1136,0,0,259.44
2.680,0.1149,0.1136,0,0,241.70
2.781,0.1149,0.1136,0,0,278.23
2.883,0.1149,0.1136,0,0,245.56
2.983,0.1149,0.1136,0,0,259.10
3.083,0.1149,0.1136,0,0,239.46
3.181,0.1149,0.1136,0,0,245.40
3.281,0.1149,0.1136,0,0,240.50
3.383,0.1149,0.1136,0,0,264.00
3.484,0.1149,0.1136,0,0,238.10
3.583,0.1149,0.1136,0,0,251.16
3.684,0.1149,0.1136,0,0,228.50
3.783,0.1150,0.1136,0,0,253.52
3.882,0.1151,0.1136,0,0,220.63
3.984,0.1152,0.1136,0,0,227.49
4.081,0.1161,0.1136,0,0,225.10
4.181,0.1171,0.1136,0,0,259.98
4.281,0.1215,0.1136,0,0,269.56
4.383,0.1235,0.1136,0,0,256.63
4.481,0.1267,0.1136,0,0,224.92
4.582,0.1294,0.1136,0,0,235.51
4.682,0.1329,0.1136,0,0,250.47
4.782,0.1361,0.1136,0,0,229.53
4.881,0.1384,0.1136,0,0,264.45
4.981,0.1410,0.1136,0,0,260.45
5.083,0.1411,0.1136,0,0,214.50
5.182,0.1400,0.1136,0,0,211.85
5.280,0.1396,0.1136,0,0,183.38
5.383,0.1386,0.1136,0,0,223.28
5.481,0.1364,0.1136,0,0,246.66
5.582,0.1345,0.1136,0,0,258.00
5.683,0.1321,0.1136,0,0,226.55
5.782,0.1300,0.1136,0,0,251.63
5.882,0.1262,0.1136,0,0,251.69
5.982,0.1233,0.1136,0,0,260.34
6.083,0.1221,0.1136,0,0,235.65
6.181,0.1187,0.1136,0,0,234.99
6.280,0.1160,0.1136,0,0,232.07
6.382,0.1134,0.1136,0,0,235.17
6.481,0.1117,0.1136,0,0,253.18
6.583,0.1114,0.1136,0,0,256.38
6.682,0.1128,0.1136,0,0,211.24
6.782,0.1147,0.1136,0,0,230.25
6.881,0.1190,0.1136,0,0,241.54
6.984,0.1235,0.1136,0,0,234.66
7.081,0.1269,0.1136,0,0,247.07
7.182,0.1294,0.1136,0,0,247.69
7.281,0.1297,0.1136,0,0,221.30
7.381,0.1300,0.1136,0,0,251.39
7.483,0.1300,0.1136,0,0,234.06
7.584,0.1298,0.1136,0,0,228.52
7.680,0.1295,0.1136,0,0,238.12
7.782,0.1296,0.1136,0,0,265.59
7.881,0.1299,0.1136,0,0,192.76
