timestamp,leftDistance,rightDistance,collisionFrames,collisionEvents,currentFPS
0.082,0.1149,0.1136,0,0,39.36
0.182,0.1149,0.1136,0,0,149.19
0.282,0.1149,0.1136,0,0,160.78
0.382,0.1149,0.1136,0,0,159.77
0.483,0.1149,0.1136,0,0,158.11
0.582,0.1149,0.1136,0,0,151.74
0.685,0.1149,0.1136,0,0,165.15
0.78,0.1149,0.1136,0,0,167.64
0.883,0.1149,0.1136,0,0,165.58
0.984,0.1149,0.1136,0,0,167.79
1.08,0.1149,0.1136,0,0,177.37
1.184,0.1149,0.1136,0,0,163.17
1.282,0.1149,0.1136,0,0,163.44
1.386,0.1149,0.1136,0,0,153.92
1.481,0.1149,0.1136,0,0,136.96
1.58,0.1149,0.1136,0,0,140.89
1.682,0.1149,0.1136,0,0,138.15
1.785,0.1149,0.1136,0,0,145.91
1.882,0.1149,0.1136,0,0,164.58
1.982,0.1149,0.1136,0,0,159.65
2.08,0.1149,0.1136,0,0,142.82
2.183,0.1149,0.1136,0,0,165.67
2.331,0.1149,0.1136,0,0,20.17
2.397,0.1149,0.1136,0,0,15.28
2.5,0.1149,0.1136,0,0,116.61
2.584,0.1149,0.1136,0,0,106.74
2.686,0.1149,0.1136,0,0,108.17
2.782,0.1149,0.1136,0,0,146.09
2.881,0.1149,0.1136,0,0,140.22
2.984,0.1149,0.1136,0,0,126.23
3.084,0.1149,0.1136,0,0,130.42
3.18,0.1149,0.1136,0,0,124.55
3.285,0.1149,0.1136,0,0,115.15
3.387,0.1149,0.1136,0,0,116.95
3.487,0.1149,0.1136,0,0,141.01
3.585,0.1149,0.1136,0,0,142.33
3.686,0.1149,0.1136,0,0,89.28
3.783,0.1149,0.1136,0,0,144.51
3.882,0.1149,0.1136,0,0,131.06
3.984,0.1149,0.1136,0,0,137.26
4.088,0.1149,0.1136,0,0,124.97
4.181,0.1149,0.1136,0,0,138.83
4.286,0.1149,0.1136,0,0,143.39
4.388,0.1149,0.1136,0,0,117.19
4.483,0.1149,0.1136,0,0,116.86
4.58,0.1149,0.1136,0,0,133.41
4.685,0.1149,0.1136,0,0,104.83
4.78,0.1149,0.1136,0,0,125.83
4.88,0.1149,0.1136,0,0,130.14
4.987,0.1149,0.1136,0,0,130.84
5.08,0.1149,0.1136,0,0,139.4
5.186,0.1149,0.1136,0,0,151.85
5.281,0.1149,0.1136,0,0,125.44
5.383,0.1149,0.1136,0,0,138.11
5.482,0.1149,0.1136,0,0,131.03
5.583,0.1149,0.1136,0,0,139.09
5.683,0.1149,0.1136,0,0,129.11
5.782,0.1149,0.1136,0,0,162.91
5.884,0.1149,0.1136,0,0,165.83
5.983,0.1149,0.1136,0,0,172
6.084,0.1149,0.1136,0,0,168.58
6.181,0.1149,0.1136,0,0,164.86
6.288,0.1149,0.1136,0,0,149.22
6.384,0.1149,0.1136,0,0,125.61
6.483,0.1149,0.1136,0,0,160.24
6.58,0.1149,0.1136,0,0,154.96
6.68,0.1149,0.1136,0,0,170.49
6.786,0.1149,0.1136,0,0,151.25
6.885,0.1149,0.1136,0,0,151.64
6.982,0.1149,0.1136,0,0,153.91
7.081,0.1149,0.1136,0,0,161.78
7.184,0.1149,0.1136,0,0,165.76
7.282,0.1149,0.1136,0,0,163.11
7.385,0.1149,0.1136,0,0,164.47
7.487,0.1149,0.1136,0,0,167.55
7.585,0.1149,0.1136,0,0,162.12
7.682,0.1149,0.1136,0,0,165.78
7.786,0.1149,0.1136,0,0,152.93
7.886,0.1149,0.1136,0,0,150.32
7.98,0.1149,0.1136,0,0,159.16
8.08,0.1149,0.1134,0,0,160.24
8.184,0.1149,0.1119,0,0,154.04
8.284,0.1149,0.1103,0,0,170.2
8.382,0.1149,0.1062,0,0,173.14
8.481,0.1149,0.1051,0,0,172.14
8.583,0.1149,0.1036,0,0,166.45
8.683,0.1149,0.1036,0,0,170.14
8.783,0.1149,0.1047,0,0,169.78
8.881,0.1149,0.1073,0,0,173.57
8.984,0.1149,0.1101,0,0,174.09
9.085,0.1149,0.1153,0,0,169.06
9.181,0.1149,0.1199,0,0,166.81
9.28,0.1149,0.1227,0,0,161.34
9.38,0.1149,0.123,0,0,169.47
9.482,0.1149,0.1233,0,0,167.95
9.582,0.1149,0.1234,0,0,158.68
9.681,0.1149,0.1234,0,0,162.39
9.785,0.1149,0.1234,0,0,172.92
9.882,0.1149,0.1234,0,0,175.17
9.982,0.1149,0.1238,0,0,170.03
10.081,0.1149,0.1251,0,0,172.09
10.18,0.1149,0.1291,0,0,170.88
10.283,0.1149,0.1352,0,0,176
10.382,0.1149,0.1395,0,0,171.64
10.483,0.1149,0.145,0,0,167.25
10.584,0.1149,0.1493,0,0,159.12
10.686,0.1149,0.1544,0,0,166.96
10.783,0.1149,0.1595,0,0,163.9
10.884,0.1149,0.1645,0,0,178
10.983,0.1149,0.1688,0,0,171.97
11.08,0.1149,0.1694,0,0,175.69
11.183,0.1149,0.1698,0,0,174.71
11.281,0.1149,0.17,0,0,174.34
11.383,0.1149,0.17,0,0,175.65
11.484,0.1149,0.17,0,0,178.12
11.581,0.1149,0.17,0,0,174.69
11.681,0.1149,0.1702,0,0,161.35
11.783,0.1149,0.1717,0,0,156.01
11.886,0.1149,0.1745,0,0,175.39
11.981,0.1149,0.178,0,0,168.87
12.083,0.1149,0.1811,0,0,175.17
12.182,0.1149,0.1839,0,0,172.96
12.285,0.1149,0.1866,0,0,173.59
12.384,0.1149,0.1867,0,0,171.48
12.481,0.1149,0.187,0,0,165.73
12.585,0.1149,0.1864,0,0,172.44
12.685,0.1149,0.1853,0,0,171
12.783,0.1149,0.1824,0,0,162.35
12.881,0.1149,0.181,0,0,163.82
12.985,0.1149,0.1788,0,0,164.2
13.083,0.1149,0.1774,0,0,173.49
13.188,0.1149,0.175,0,0,170.61
13.282,0.1149,0.1749,0,0,170.24
13.384,0.1149,0.1747,0,0,176.35
13.484,0.1149,0.1746,0,0,170.66
13.58,0.1149,0.1746,0,0,175.87
13.684,0.1149,0.1746,0,0,163.95
13.783,0.1149,0.1729,0,0,171.51
13.885,0.1149,0.1715,0,0,167.7
13.982,0.1149,0.1677,0,0,164.7
14.084,0.1149,0.1649,0,0,156.33
14.18,0.1149,0.1628,0,0,166.7
14.28,0.1149,0.16,8,1,169.97
14.383,0.1149,0.1572,26,1,175.6
14.483,0.1149,0.1571,43,1,169.66
14.584,0.1149,0.1569,61,1,176.96
14.685,0.1149,0.1569,78,1,168.52
14.784,0.1149,0.1559,95,1,172.26
14.884,0.1149,0.1539,111,1,159.99
14.981,0.1149,0.1515,128,1,175.77
15.081,0.1149,0.1494,145,1,169.7
15.181,0.1149,0.1469,162,1,169.09
15.281,0.1149,0.1451,178,1,159.97
15.382,0.1149,0.1438,195,1,169.2
15.485,0.1149,0.1419,212,1,165.27
