timestamp,leftDistance,rightDistance,collisionFrames,collisionEvents,currentFPS
0.094,0.1149,0.1136,0,0,35.06
0.18,0.1149,0.1136,0,0,162.07
0.281,0.1149,0.1136,0,0,169.14
0.382,0.1149,0.1136,0,0,168.44
0.485,0.1149,0.1136,0,0,154.8
0.584,0.1149,0.1136,0,0,172.54
0.684,0.1149,0.1136,0,0,180.25
0.781,0.1149,0.1136,0,0,174.16
0.882,0.1149,0.1136,0,0,179.14
0.987,0.1149,0.1136,0,0,170.56
1.086,0.1149,0.1136,0,0,161.76
1.184,0.1149,0.1136,0,0,142.63
1.28,0.1149,0.1136,0,0,166.82
1.384,0.1149,0.1136,0,0,183.63
1.482,0.1149,0.1136,0,0,183.86
1.581,0.1149,0.1136,0,0,180.36
1.68,0.1149,0.1136,0,0,162.21
1.781,0.1149,0.1136,0,0,159.25
1.883,0.1149,0.1136,0,0,175.6
1.98,0.1149,0.1136,0,0,164.33
2.082,0.1149,0.1136,0,0,166.71
2.181,0.1149,0.1136,0,0,162.86
2.281,0.1149,0.1136,0,0,169.96
2.384,0.1149,0.1136,0,0,174.71
2.485,0.1149,0.1136,0,0,177.86
2.586,0.1149,0.1136,0,0,178.86
2.681,0.1149,0.1136,0,0,156.87
2.781,0.1149,0.1136,0,0,179.55
2.883,0.1149,0.1136,0,0,166.78
2.984,0.1149,0.1136,0,0,168.45
3.082,0.1149,0.1136,0,0,174.71
3.181,0.1149,0.1136,0,0,170.93
3.282,0.1149,0.1136,0,0,177.51
3.383,0.1149,0.1136,0,0,179.31
3.483,0.1149,0.1136,0,0,179.52
3.583,0.1149,0.1136,0,0,180.46
3.683,0.1149,0.1136,0,0,179.69
3.781,0.1149,0.1136,0,0,173.57
3.885,0.1149,0.1136,0,0,162.72
3.984,0.1149,0.1136,0,0,162.78
4.08,0.1149,0.1136,0,0,145.35
4.185,0.1149,0.1136,0,0,133.12
4.281,0.1149,0.1136,0,0,156.03
4.382,0.1149,0.1136,0,0,159.48
4.481,0.1149,0.1136,0,0,171.03
4.584,0.1149,0.1136,0,0,175.28
4.682,0.1149,0.1136,0,0,163.29
4.78,0.1149,0.1136,0,0,162.2
4.885,0.1149,0.1136,0,0,171.84
4.982,0.1149,0.1136,0,0,154.43
5.169,0.1149,0.1136,0,0,37.48
5.224,0.1149,0.1136,0,0,18.31
5.285,0.1149,0.1136,0,0,129.27
5.384,0.1149,0.1136,0,0,121.61
5.491,0.1149,0.1136,0,0,131.24
5.585,0.1149,0.1136,0,0,117.17
5.686,0.1149,0.1136,0,0,128.06
5.782,0.1149,0.1136,0,0,156.82
5.886,0.1149,0.1136,0,0,162.75
5.98,0.1149,0.1136,0,0,138.58
6.084,0.1149,0.1136,0,0,135.4
6.184,0.1149,0.1136,0,0,119.7
6.284,0.1149,0.1136,0,0,129.89
6.385,0.1149,0.1136,0,0,138.17
6.485,0.1149,0.1136,0,0,129.73
6.58,0.1149,0.1136,0,0,105.65
6.681,0.1149,0.1136,0,0,129.35
6.786,0.1149,0.1136,0,0,152.38
6.885,0.1149,0.1136,0,0,150.85
6.986,0.1149,0.1136,0,0,148.98
7.085,0.1149,0.1136,0,0,150.62
7.182,0.1149,0.1136,0,0,144.61
7.285,0.1149,0.1136,0,0,146.19
7.382,0.1149,0.1136,0,0,143.41
7.481,0.1149,0.1136,0,0,142.44
7.585,0.1149,0.1136,0,0,153.08
7.68,0.1149,0.1136,0,0,147.35
7.784,0.1149,0.1136,0,0,154.42
7.885,0.1149,0.1136,0,0,158.02
7.986,0.1149,0.1136,0,0,148.61
8.081,0.1149,0.1136,0,0,158.55
8.181,0.1149,0.1136,0,0,158.6
8.281,0.1149,0.1136,0,0,161.23
8.384,0.1149,0.1136,0,0,164.95
8.485,0.1149,0.1136,0,0,157.55
8.583,0.1149,0.1136,0,0,153.47
8.685,0.1149,0.1136,0,0,166.58
8.782,0.1149,0.1136,0,0,165.27
8.885,0.1149,0.1136,0,0,154.53
8.984,0.1149,0.1136,0,0,152.42
9.087,0.1149,0.1136,0,0,155.63
9.183,0.1149,0.1136,0,0,155.58
9.283,0.1149,0.1128,0,0,159.51
9.384,0.1149,0.1127,0,0,159.54
9.481,0.1149,0.1115,0,0,154.4
9.586,0.1149,0.1098,0,0,152.56
9.685,0.1149,0.1083,0,0,161.74
9.784,0.1149,0.1078,0,0,160.61
9.885,0.1149,0.1079,0,0,159.05
9.98,0.1149,0.1071,0,0,157.24
10.084,0.1149,0.1042,0,0,135.29
10.187,0.1149,0.1023,0,0,125.66
10.282,0.1149,0.1038,0,0,137.57
10.384,0.1149,0.1072,0,0,166.58
10.481,0.1149,0.1087,0,0,173.96
10.583,0.1149,0.112,0,0,167.95
10.682,0.1149,0.114,0,0,161.28
10.785,0.1149,0.1143,0,0,174.46
10.882,0.1149,0.1145,0,0,175.48
10.983,0.1149,0.1145,0,0,177.48
11.085,0.1149,0.1145,0,0,177.03
11.183,0.1149,0.1145,0,0,174.37
11.284,0.1149,0.1145,0,0,167.55
11.381,0.1149,0.1145,0,0,164.41
11.481,0.1149,0.1145,0,0,179.82
11.582,0.1149,0.1145,0,0,168.22
11.68,0.1149,0.1164,0,0,163.58
11.781,0.1149,0.1214,0,0,178.05
11.884,0.1149,0.1248,0,0,176.15
11.985,0.1149,0.1296,0,0,177.84
12.083,0.1149,0.134,0,0,173.76
12.181,0.1149,0.1398,0,0,173.01
12.285,0.1149,0.1442,0,0,173.4
12.384,0.1149,0.1475,0,0,171.9
12.486,0.1149,0.1535,0,0,166.32
12.581,0.1149,0.1584,0,0,156.96
12.68,0.1149,0.1624,0,0,171.55
12.781,0.1149,0.1642,0,0,178.17
12.886,0.1149,0.1646,0,0,172.76
12.983,0.1149,0.1648,0,0,174.05
13.085,0.1149,0.1649,0,0,177.81
13.185,0.1149,0.1649,0,0,179.49
13.284,0.1149,0.1649,0,0,171.54
13.381,0.1149,0.1649,0,0,174.26
13.482,0.1149,0.1649,0,0,169.44
13.583,0.1149,0.1649,0,0,167.5
13.683,0.1149,0.1665,0,0,161.21
13.783,0.1149,0.1673,0,0,158.99
13.882,0.1149,0.1713,0,0,171.21
13.985,0.1149,0.1741,0,0,176.45
14.082,0.1149,0.1774,0,0,174.52
14.185,0.1149,0.1788,0,0,174.66
14.285,0.1149,0.1805,0,0,169.56
14.383,0.1149,0.1808,0,0,173.9
14.484,0.1149,0.1804,0,0,167.93
14.586,0.1149,0.179,0,0,167.12
14.683,0.1149,0.1787,0,0,175.77
14.786,0.1149,0.1784,0,0,174.48
14.885,0.1149,0.1784,0,0,170.61
14.982,0.1149,0.1784,0,0,166.43
15.083,0.1149,0.1784,0,0,168.44
15.185,0.1149,0.1784,0,0,176.07
15.285,0.1149,0.1771,0,0,169.09
15.381,0.1149,0.1764,0,0,167.45
15.483,0.1149,0.1739,0,0,166.99
15.584,0.1149,0.1708,0,0,168.15
